episode,step,timestep,actor_loss,critic_loss,entropy,action_std,step_reward,cumulative_reward
0,1,128,-0.30658837283651036,0.5349369334677855,59.02028147379557,0.2,0.0245,3.136000000000007
0,130,-1.839499999999993,130,0.2,collision
1,2,256,-0.2654472465316455,0.44484496861696243,59.135500272115074,0.2,0.0245,3.0870000000000064
1,343,0.19400000000000084,213.0,0.2,collision
2,376,-4.216,33.0,0.2,collision
3,3,384,-0.28766049693028134,0.43523782553772133,59.25071875254313,0.2,0.0245,0.19599999999999998
3,4,512,-0.23840222880244255,0.4329347188274066,59.36593882242838,0.2,0.0245,3.3320000000000083
3,5,640,-0.24765614047646523,0.49634484636286896,59.4811585744222,0.2,0.0245,6.4679999999999875
3,6,768,-0.26880214860041934,0.41571036043266457,59.59637705485026,0.2,0.0245,9.603999999999955
3,844,6.441499999999936,468.0,0.2,collision
4,7,896,-0.26218753059705097,0.860592839618524,59.71159648895264,0.2,0.0245,1.2739999999999991
4,8,1024,-0.2549691783885161,0.8316758821407954,59.82681369781494,0.2,0.0245,4.410000000000009
4,1139,2.20299999999998,295.0,0.2,collision
5,9,1152,-0.2644014780720075,0.5547876010338465,59.942033449808754,0.2,0.0245,0.3185
5,10,1280,-0.32248211776216823,0.7069612716635069,60.05725351969401,0.2,0.0245,3.4545000000000092
5,11,1408,-0.3181844887634118,0.5296051750580469,60.17247231801351,0.2,0.0245,6.590499999999986
5,12,1536,-0.3303343566755454,0.5365655372540156,60.28769111633301,0.2,0.0245,9.726499999999954
5,13,1664,-0.32874325290322304,0.5530243950585524,60.402909914652504,0.2,0.0245,12.86249999999992
5,1713,9.038499999999908,574.0,0.2,collision
