episode,step,timestep,actor_loss,critic_loss,entropy,action_std,step_reward,cumulative_reward
8,27,1728,1.4204956087381304e+25,0.4947402685880661,-24.383926391601562,0.2,-0.1,-62.30000000000017
8,28,1792,5.423963343034736e+26,0.4900128871202469,-24.383926391601562,0.2,-0.1,-137.9999999999999
8,1800,-138.79999999999984,200,0.2,episode_length
9,29,1856,4.4462623909882e+23,0.4933807164430618,-24.383926391601562,0.2,-0.1,-5.599999999999996
9,30,1920,3.8516688178429492e+25,0.4892697542905807,-24.383926391601562,0.2,-0.1,-71.4
9,31,1984,1.0634655144164687e+22,0.486667674779892,-24.383926391601562,0.2,-0.1,-107.49999999999966
9,2000,-109.09999999999957,200,0.2,episode_length
10,32,2048,4.3819898705870925e+24,0.4952208995819092,-24.383926391601562,0.2,-0.1,-4.799999999999999
10,33,2112,2.914017643736312e+26,0.45655868053436277,-24.383926391601562,0.2,-0.1,-40.899999999999984
10,34,2176,1.773982572141274e+21,0.4947804272174835,-24.383926391601562,0.2,-0.1,-47.300000000000075
10,2200,-69.5000000000001,200,0.2,episode_length
11,35,2240,7.299219266543288e+17,0.4958379030227661,-24.383926391601562,0.2,-0.1,-4.000000000000002
11,36,2304,2.1804717487437584e+23,0.4863009363412857,-24.383926391601562,0.2,-0.1,-30.200000000000067
11,37,2368,1.0294696597418253e+29,0.49228855073451994,-24.383926391601562,0.2,-0.1,-36.60000000000016
11,2400,-69.50000000000017,200,0.2,episode_length
12,38,2432,5.1647656148511046e+25,0.4912452906370163,-24.383926391601562,0.2,-0.1,-3.2000000000000015
12,39,2496,5.682457407267366e+22,0.4895200103521347,-24.383926391601562,0.2,-0.1,-9.599999999999982
12,40,2560,2.4133110920705448e+23,0.48714959621429443,-24.383926391601562,0.2,-0.1,-45.70000000000007
12,2600,-79.39999999999998,200,0.2,episode_length
13,41,2624,5.6465513513526466e+23,0.48839170634746554,-24.383926391601562,0.2,-0.1,-32.10000000000001
13,42,2688,1.9594471897522445e+25,0.4883484959602356,-24.383926391601562,0.2,-0.1,-58.3000000000001
13,43,2752,1.0598723382721901e+31,0.4917427718639374,-24.383926391601562,0.2,-0.1,-64.70000000000013
13,2800,-69.49999999999986,200,0.2,episode_length
14,44,2816,2.1501595220527634e+25,0.49053727388381957,-24.383926391601562,0.2,-0.1,-1.6000000000000003
14,45,2880,4.3743810186519355e+19,0.49209304749965666,-24.383926391601562,0.2,-0.1,-57.50000000000008
14,46,2944,4.7361740626549553e+27,0.49542583227157594,-24.383926391601562,0.2,-0.1,-63.90000000000017
14,3000,-99.19999999999987,200,0.2,episode_length
15,47,3008,2.893687737276643e+24,0.49586898982524874,-24.383926391601562,0.2,-0.1,-0.7999999999999999
15,48,3072,2.707076087360672e+25,0.4891123533248901,-24.383926391601562,0.2,-0.1,-36.90000000000003
15,49,3136,1.3732833270664108e+19,0.4789322763681412,-24.383926391601562,0.2,-0.1,-82.9
15,50,3200,1.2575031180526695e+25,0.49234696924686433,-24.383926391601562,0.2,-0.1,-89.29999999999964
15,3200,-89.29999999999964,200,0.2,episode_length
16,51,3264,1.1202364895737173e+20,0.4831720024347305,-24.383926391601562,0.2,-0.1,-65.79999999999998
16,52,3328,6.45774237515984e+24,0.48774040937423707,-24.383926391601562,0.2,-0.1,-91.99999999999963
16,53,3392,6.843803040893838e+24,0.48080199360847475,-24.383926391601562,0.2,-0.1,-128.09999999999928
16,3400,-128.89999999999924,200,0.2,episode_length
17,54,3456,4.30183962850267e+18,0.48710182309150696,-24.383926391601562,0.2,-0.1,-35.30000000000004
17,55,3520,1.2412172504396241e+23,0.4864313811063766,-24.383926391601562,0.2,-0.1,-71.3999999999998
