episode,step,timestep,actor_loss,critic_loss,entropy,action_std,step_reward,cumulative_reward
0,1,128,-0.23773999760548273,0.6499539402623972,59.02028147379557,0.2,0.0245,3.136000000000007
0,130,-1.839499999999993,130,0.2,collision
1,2,256,-0.23081389317909876,0.3727467618882656,59.135500272115074,0.2,0.0245,3.0870000000000064
1,370,0.8554999999999939,240.0,0.2,collision
2,3,384,-0.2380326290925344,0.5303309448063374,59.25071875254313,0.2,0.0245,0.343
2,4,512,-0.24941367780168852,0.50013351192077,59.36593882242838,0.2,0.0245,3.4790000000000094
2,626,1.2474999999999898,256.0,0.2,collision
3,5,640,-0.27813615277409554,0.5499174147844315,59.4811585744222,0.2,0.0245,0.343
3,6,768,-0.2761561932663123,0.4458642974495888,59.59637705485026,0.2,0.0245,3.4790000000000094
3,7,896,-0.25377252077062923,0.4116093808164199,59.71159648895264,0.2,0.0245,6.614999999999986
3,8,1024,-0.25607409452398616,0.48217252393563587,59.82681369781494,0.2,0.0245,9.750999999999953
3,1086,6.245499999999938,460.0,0.2,collision
4,1131,-3.9220000000000006,45.0,0.2,collision
5,9,1152,-0.299465990314881,0.5762737542390823,59.942033449808754,0.2,0.0245,0.5145000000000002
5,1165,-4.1915000000000004,34.0,0.2,collision
6,10,1280,-0.28869397441546124,0.5571168052653471,60.05725351969401,0.2,0.0245,1.792999999999998
6,11,1408,-0.3291506307820479,0.5016353564957777,60.17247231801351,0.2,0.0245,4.929000000000004
6,12,1536,-0.30553001289566356,0.5252210137744745,60.28769111633301,0.2,0.0245,8.064999999999971
6,1594,4.4614999999999565,429.0,0.2,collision
7,13,1664,-0.2702310085296631,0.5116786994040012,60.402909914652504,0.2,0.0245,1.7149999999999985
7,1773,-0.6389999999999905,179.0,0.2,collision
8,14,1792,-0.2874068232874076,0.48210512350002926,60.518129666646324,0.2,0.0245,0.46550000000000014
8,15,1920,-0.31376242885986966,0.5978285657862822,60.633349100748696,0.2,0.0245,3.6015000000000104
8,16,2048,-0.32375697419047356,0.5019115780790647,60.7485678990682,0.2,0.0245,6.737499999999985
8,2112,3.2809999999999686,339.0,0.2,collision
9,17,2176,-0.2946581182380517,0.5424899471302828,60.86378701527914,0.2,0.0245,1.5679999999999987
9,18,2304,-0.321210357050101,0.5503610695401827,60.97900581359863,0.2,0.0245,4.704000000000006
9,19,2432,-0.32859449336926144,0.5748297236859798,61.09422492980957,0.2,0.0245,7.839999999999973
9,2470,3.7464999999999637,358.0,0.2,collision
10,20,2560,-0.2984653127690156,0.7073831458886465,61.209444999694824,0.2,0.0245,2.2049999999999996
10,21,2688,-0.33004968613386154,0.5687410111228625,61.32466348012289,0.2,0.0245,5.340999999999999
10,2811,3.329999999999968,341.0,0.2,collision
11,22,2816,-0.3561333032945792,0.5933907280365626,61.439882596333824,0.2,0.0245,0.1225
11,2846,-4.167,35.0,0.2,collision
