episode,timestep,episode_reward,episode_length,action_std,termination_reason
0,11,-6.0,11,0.2,collision
1,34,-7.200000000000001,23.0,0.2,collision
2,48,-6.3,14.0,0.2,collision
3,62,-6.3,14.0,0.2,collision
4,102,-8.900000000000002,40.0,0.2,collision
5,127,-7.4,25.0,0.2,collision
6,1,128,1.9630737070037962e+18,0.7584629133343697,-18.287948608398438,0.2,-0.1,-0.1
6,156,-7.800000000000001,29.0,0.2,collision
7,177,-2.1000000000000005,21.0,0.2,collision
8,205,-7.700000000000001,28.0,0.2,collision
9,2,256,5.199076941929215e+16,0.4675302642087142,-18.287948608398438,0.2,-0.1,-5.099999999999998
9,260,-10.399999999999997,55.0,0.2,collision
10,342,-13.099999999999987,82.0,0.2,collision
11,3,384,1.3352864205413565e+22,0.48701389382282895,-18.287948608398438,0.2,-0.1,-4.200000000000001
11,425,-13.199999999999987,83.0,0.2,collision
12,457,-8.100000000000001,32.0,0.2,collision
13,487,-7.900000000000001,30.0,0.2,collision
14,4,512,1.4190402986743316e+18,0.5205738966663679,-18.287948608398438,0.2,-0.1,-2.500000000000001
14,5,640,2.6240340849048368e+20,0.5074266474694014,-18.287948608398438,0.2,-0.1,-15.299999999999962
14,646,-20.79999999999996,159.0,0.2,collision
15,734,-13.699999999999985,88.0,0.2,collision
16,758,-2.400000000000001,24.0,0.2,collision
17,6,768,3.536470208940612e+21,0.5489605590701103,-18.287948608398438,0.2,-0.1,-0.9999999999999999
17,817,-10.799999999999995,59.0,0.2,collision
18,7,896,1.1868563972374677e+20,0.48935457319021225,-18.287948608398438,0.2,-0.1,-7.899999999999988
18,906,-13.799999999999985,89.0,0.2,collision
19,999,-14.199999999999983,93.0,0.2,collision
20,1023,-7.300000000000001,24.0,0.2,collision
21,8,1024,9.326398605476332e+19,0.46536548994481564,-18.287948608398438,0.2,-0.1,-0.1
21,1105,-13.099999999999987,82.0,0.2,collision
22,1149,-9.3,44.0,0.2,collision
23,9,1152,2.5853943771088188e+20,0.4610356067617734,-18.287948608398438,0.2,-0.1,-0.30000000000000004
23,1238,-13.799999999999985,89.0,0.2,collision
24,10,1280,2.047898714666829e+18,0.46556870453059673,-18.287948608398438,0.2,-0.1,-4.200000000000001
24,1282,-4.4,44.0,0.2,collision
25,11,1408,2.441320092924861e+21,0.5762364380061626,-18.287948608398438,0.2,-0.1,-12.599999999999971
25,12,1536,3.312868791275547e+20,0.45106278732419014,-18.287948608398438,0.2,-0.1,-25.40000000000009
25,1606,-37.30000000000019,324.0,0.2,collision
26,13,1664,6.3908201060226e+21,0.46877474275728065,-18.287948608398438,0.2,-0.1,-5.799999999999995
26,14,1792,2.3187691192527687e+20,0.40116189296046895,-18.287948608398438,0.2,-0.1,-18.599999999999994
26,1853,-29.60000000000008,247.0,0.2,collision
27,15,1920,2.9693178985358995e+19,0.4817596630503734,-18.287948608398438,0.2,-0.1,-6.699999999999992
27,16,2048,2.868274137618873e+22,0.4384504593908787,-18.287948608398438,0.2,-0.1,-19.500000000000007
27,2166,-36.20000000000017,313.0,0.2,collision
28,17,2176,1.7450498490700582e+20,0.4336639108757178,-18.287948608398438,0.2,-0.1,-0.9999999999999999
28,18,2304,1.150956275365713e+20,0.4046643724044164,-18.287948608398438,0.2,-0.1,-13.799999999999967
28,2378,-26.10000000000003,212.0,0.2,collision
29,19,2432,8.164016730069772e+22,0.4028025232255459,-18.287948608398438,0.2,-0.1,-5.399999999999997
29,20,2560,1.6772876384724147e+20,0.4473261988411347,-18.287948608398438,0.2,-0.1,-18.19999999999999
29,21,2688,9.350480675522391e+19,0.4870045439650615,-18.287948608398438,0.2,-0.1,-31.00000000000017
29,2773,-44.40000000000029,395.0,0.2,collision
30,22,2816,7.762218656710403e+20,0.40741463129719097,-18.287948608398438,0.2,-0.1,-4.300000000000001
30,23,2944,4.4448730684433996e+20,0.3883685637265444,-18.287948608398438,0.2,-0.1,-17.099999999999973
30,2980,-25.600000000000023,207.0,0.2,collision
31,24,3072,2.6482742582339174e+18,0.4250136502087116,-18.287948608398438,0.2,-0.1,-9.199999999999983
31,3107,-17.599999999999973,127.0,0.2,collision
32,25,3200,6427038863989637.0,0.4604715630412102,-18.287948608398438,0.2,-0.1,-9.299999999999983
32,3247,-18.899999999999967,140.0,0.2,collision
33,26,3328,1.5122095347758423e+21,0.4094856170316537,-18.287948608398438,0.2,-0.1,-8.099999999999987
33,27,3456,4.384410443243576e+19,0.5248047299683094,-18.287948608398438,0.2,-0.1,-20.900000000000027
33,28,3584,4.945055180132936e+20,0.40553566068410873,-18.287948608398438,0.2,-0.1,-33.70000000000021
33,3690,-49.20000000000036,443.0,0.2,collision
34,29,3712,8.069768488557998e+22,0.43905558561285335,-18.287948608398438,0.2,-0.1,-2.2000000000000006
34,30,3840,2.0173728063906206e+19,0.36517030373215675,-18.287948608398438,0.2,-0.1,-14.999999999999963
34,3955,-31.400000000000105,265.0,0.2,collision
35,31,3968,8.977522492852817e+21,0.4376928396522999,-18.287948608398438,0.2,-0.1,-1.3
