episode,step,timestep,actor_loss,critic_loss,entropy,action_std,step_reward,cumulative_reward
0,1,128,-0.24159033223986626,0.724457323551178,59.02028147379557,0.2,0.0063527154761393225,-5.773761346780908
0,130,-15.767408631304768,130,0.2,collision
1,2,256,-0.23404910042881966,0.38829925283789635,59.135500272115074,0.2,9.829614338801446e-05,-5.068452485448208
1,341,-22.174877004277413,211.0,0.2,collision
2,362,-11.503435196225215,21.0,0.2,collision
3,3,384,-0.2773192475239436,0.4513067801793416,59.25071875254313,0.2,-0.059,-1.0480265525794032
3,4,512,-0.36238383253415424,0.6348822843283415,59.36593882242838,0.2,-0.08700000000000001,-6.090281354848694
3,5,640,-0.2799375094473362,0.4841991662979126,59.4811585744222,0.2,-0.05700000000000001,-19.298379944823342
3,6,768,-0.3013605773448944,0.4615441579371691,59.59637705485026,0.2,0.001111861706747097,-25.652481651446614
3,7,896,-0.2621269312997659,0.47992634897430736,59.71159648895264,0.2,-0.17600000000000002,-39.93194943991496
3,1002,-53.01832082624209,640.0,0.2,episode_length
4,8,1024,-0.26899050548672676,0.4976019250849883,59.82681369781494,0.2,-0.07800000000000001,-1.4849999999999999
4,9,1152,-0.26195028424263,0.5501268580555916,59.942033449808754,0.2,-0.052000000000000005,-8.945517951083467
