episode,timestep,episode_reward,episode_length,action_std,termination_reason
58,5856,-6.3,14.0,0.2,collision
59,46,5888,-0.31851912289857864,0.5043516705433527,64.20514392852783,0.2,-0.1,-3.2000000000000015
59,5923,-11.599999999999993,67.0,0.2,collision
60,5983,-10.899999999999995,60.0,0.2,collision
61,6009,-7.500000000000001,26.0,0.2,collision
62,47,6016,-0.33854614446560544,0.572154159968098,64.32036240895589,0.2,-0.1,-0.7
62,6066,-10.599999999999996,57.0,0.2,collision
63,6108,-9.100000000000001,42.0,0.2,collision
64,6142,-8.3,34.0,0.2,collision
65,48,6144,-0.3291842055817445,0.494096747909983,64.43558120727539,0.2,-0.1,-0.2
65,49,6272,-0.3536679657797019,0.5911289018889269,64.5508025487264,0.2,-0.1,-12.99999999999997
65,6296,-20.29999999999996,154.0,0.2,collision
66,50,6400,-0.3494761163989703,0.5152053783337275,64.66601943969727,0.2,-0.1,-10.399999999999979
66,51,6528,-0.37327172110478085,0.5311241547266642,64.78123792012532,0.2,-0.1,-23.20000000000006
66,6538,-29.100000000000072,242.0,0.2,collision
67,6573,-8.400000000000002,35.0,0.2,collision
68,6606,-8.200000000000001,33.0,0.2,collision
69,52,6656,-0.3478198250134786,0.6770494344333807,64.89645767211914,0.2,-0.1,-4.999999999999998
69,6707,-10.09999999999998,101.0,0.2,collision
70,6765,-10.699999999999996,58.0,0.2,collision
71,53,6784,-0.3180518299341202,0.581332432727019,65.01167647043864,0.2,-0.1,-1.9000000000000006
71,6874,-15.799999999999978,109.0,0.2,collision
72,54,6912,-0.35433654362956685,0.4822802444299062,65.1268965403239,0.2,-0.1,-3.800000000000002
72,6941,-11.599999999999993,67.0,0.2,collision
73,55,7040,-0.3501833528280258,0.5039690509438515,65.24211502075195,0.2,-0.1,-9.89999999999998
73,7124,-23.19999999999999,183.0,0.2,collision
74,56,7168,-0.3482411752144496,0.558689072728157,65.35733477274577,0.2,-0.1,-4.4
74,7177,-10.199999999999998,53.0,0.2,collision
75,7205,-7.700000000000001,28.0,0.2,collision
76,7252,-4.699999999999999,47.0,0.2,collision
77,57,7296,-0.3406501350303491,0.4970862704018752,65.4725529352824,0.2,-0.1,-4.4
77,58,7424,-0.37657541533311206,0.517451940725247,65.58777236938477,0.2,-0.1,-17.199999999999974
77,7476,-27.300000000000047,224.0,0.2,collision
78,7501,-7.4,25.0,0.2,collision
79,59,7552,-0.3596220314502716,0.5141302533447742,65.70299084981282,0.2,-0.1,-5.099999999999998
79,7566,-11.399999999999993,65.0,0.2,collision
80,7678,-11.199999999999976,112.0,0.2,collision
81,60,7680,-0.3487931477526824,0.5794742330908775,65.81821060180664,0.2,-0.1,-0.2
81,7696,-6.7,18.0,0.2,collision
