step,timestep,state,action,reward,done
0,961,"[ 3.17085683e-01, 0.00000000e+00, 2.31412128e-02, 1.44538090e-01,
  3.94398034e-01, 0.00000000e+00, 1.20258600e-01, 0.00000000e+00,
  0.00000000e+00, 1.58081353e-02, 1.12653546e-01, 0.00000000e+00,
  2.34217346e-01, 0.00000000e+00, 9.06655937e-02, 1.21799774e-01,
  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.12321314e-02,
  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.85123444e-01,
  0.00000000e+00, 1.67871967e-01, 1.10756338e-01, 5.71407042e-02,
  0.00000000e+00, 1.63082317e-01, 0.00000000e+00, 0.00000000e+00,
  1.36699915e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
  1.74976528e-01, 2.26730153e-01, 3.77156168e-01, 1.95301265e-01,
  0.00000000e+00, 8.88098031e-02, 1.38014287e-01, 1.29403695e-01,
  0.00000000e+00, 5.50690055e-01, 0.00000000e+00, 0.00000000e+00,
  2.08979428e-01, 7.06140399e-02, 5.75408340e-04, 0.00000000e+00,
  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.71386003e-01,
  1.36150375e-01, 2.59123743e-01, 0.00000000e+00, 6.15573768e-03,
  1.11441158e-01, 0.00000000e+00, 0.00000000e+00, 2.20951125e-01,
  0.00000000e+00, 2.37332880e-01, 2.27485880e-01, 7.30906278e-02,
  7.82747418e-02, 1.20886579e-01, 1.52535319e-01, 1.05825491e-01,
  5.62023073e-02, 7.49257803e-02, 0.00000000e+00, 7.17965662e-02,
  0.00000000e+00, 1.95238337e-01, 1.19676441e-01, 2.75183111e-01,
  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
  1.95501462e-01, 0.00000000e+00, 9.39863995e-02, 2.76855469e-01,
  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
  0.00000000e+00, 2.73263305e-01, 2.97473639e-01, 2.28894725e-02,
  0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
  0.00000000e+00, 5.54452837e-02, 4.61589694e-02, 2.85617054e-01,
  0.00000000e+00, 0.00000000e+00, 4.49969992e-03, 0.00000000e+00,
  1.02682620e-01, 1.29205555e-01, 0.00000000e+00, 5.37233576e-02,
  1.28470421e-01, 1.96309656e-01, 0.00000000e+00, 0.00000000e+00,
  0.00000000e+00, 1.04544491e-01, 0.00000000e+00, 8.16106424e-02,
  0.00000000e+00, 3.87411177e-01, 2.45294347e-02, 0.00000000e+00,
  1.12945691e-01, 9.50861871e-02, 0.00000000e+00, 1.77885562e-01,
  0.00000000e+00, 1.33374795e-01, 0.00000000e+00, 0.00000000e+00,
  0.00000000e+00, 1.18649736e-01, 1.15145177e-01, 0.00000000e+00,
  0.00000000e+00, 0.00000000e+00, 8.22747964e-03, 0.00000000e+00,
  0.00000000e+00, 1.06547445e-01, 1.67958975e-01, 1.19411133e-01,
  0.00000000e+00, 6.40457571e-02, 7.76382089e-02, 3.23285371e-01,
  6.50726557e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
  0.00000000e+00, 0.00000000e+00, 3.00862461e-01, 1.03646770e-01,
  4.90185082e-01, 3.26729231e-02, 0.00000000e+00, 0.00000000e+00,
  0.00000000e+00, 1.20265119e-01, 0.00000000e+00, 0.00000000e+00,
  0.00000000e+00, 8.75020102e-02, 2.19461426e-01, 5.84578738e-02,
  4.36871201e-02, 2.43373513e-01, 3.33615631e-01, 2.14458168e-01,
  2.35652059e-01, 0.00000000e+00, 3.04563493e-01, 1.31978840e-02,
  0.00000000e+00, 3.83776985e-02, 3.74943614e-01, 2.92231232e-01,
  2.09172983e-02, 1.86828181e-01, 0.00000000e+00, 1.41491778e-02,
 -9.79998877e-05,-3.99998799e-02, 9.67000008e+00, 9.18486933e-07,
  1.58910694e-07,-2.26321939e-09, 4.19999542e+01, 2.00001907e+00,
  2.00151801e+00, 0.00000000e+00, 0.00000000e+00]","[1.        ,0.93162286]",-0.1,False
