episode,timestep,episode_reward,episode_length,action_std,termination_reason
0,74,-12.29999999999999,74,0.2,collision
1,1,128,-0.2861541310946147,0.48766158893704414,59.02028147379557,0.2,-0.1,-6.502941176470582
1,130,-11.602941176470582,56.0,0.2,collision
2,2,256,-0.2552048886815707,0.4238551047941049,59.135500272115074,0.2,-0.1,-12.599999999999971
2,3,384,-0.2452189065515995,0.5089676678180695,59.25071875254313,0.2,-0.1,-25.40000000000009
2,417,-33.600000000000136,287.0,0.2,collision
3,4,512,-0.2648102293411891,0.6009563592573007,59.36593882242838,0.2,-0.1,-9.499999999999982
3,5,640,-0.26524896547198296,0.39548469086488086,59.4811585744222,0.2,-0.1,-22.300000000000047
3,6,768,-0.2594980572660764,0.5239709578454494,59.59637705485026,0.2,-0.1,-35.10000000000023
3,778,-41.00000000000024,361.0,0.2,collision
4,7,896,-0.2615618792672952,0.507389772683382,59.71159648895264,0.2,-0.1,-12.90294117647056
4,8,1024,-0.3110961355268955,0.728382428487142,59.82681369781494,0.2,-0.1,-25.702941176470688
4,1129,-41.102941176470836,351.0,0.2,collision
5,9,1152,-0.2734092101454735,0.4408318226536115,59.942033449808754,0.2,-0.1,-2.3000000000000007
5,10,1280,-0.27855759983261424,0.5613168763617674,60.05725351969401,0.2,-0.1,-15.099999999999962
5,11,1408,-0.3172306803365548,0.5908339458207289,60.17247231801351,0.2,-0.1,-27.900000000000126
5,12,1536,-0.3253042722741763,0.4835277646780014,60.28769111633301,0.2,-0.1,-40.70000000000031
5,13,1664,-0.32125942781567574,0.6028713136911392,60.402909914652504,0.2,-0.1,-53.50000000000049
5,1715,-63.50000000000056,586.0,0.2,collision
6,14,1792,-0.2987517863512039,0.4993258509784937,60.518129666646324,0.2,-0.1,-9.905882352941157
6,1851,-20.70588235294114,136.0,0.2,collision
7,15,1920,-0.3012578884760539,0.534555546939373,60.633349100748696,0.2,-0.1,-6.8999999999999915
7,1922,-11.999999999999991,71.0,0.2,collision
8,16,2048,-0.3103898490468661,0.8266861401498318,60.7485678990682,0.2,-0.1,-12.599999999999971
8,2055,-18.199999999999967,133.0,0.2,collision
9,17,2176,-0.3187430252631505,2.4449228135248027,60.86378701527914,0.2,-0.1,-12.099999999999973
9,2198,-19.199999999999967,143.0,0.2,collision
10,18,2304,-0.29580215613047284,0.6748003748555979,60.97900581359863,0.2,-0.1,-13.90882352941173
10,19,2432,-0.32295389473438263,0.5134024831155936,61.09422492980957,0.2,-0.1,-26.708823529411877
10,2484,-36.80882352941195,286.0,0.2,collision
11,20,2560,-0.2991300920645396,0.863180797547102,61.209444999694824,0.2,-0.1,-7.599999999999989
11,21,2688,-0.33926961819330853,0.51194468823572,61.32466348012289,0.2,-0.1,-20.40000000000002
11,2800,-36.50000000000018,316.0,0.2,collision
12,22,2816,-0.31505213553706807,0.5512024275958538,61.439882596333824,0.2,-0.1,-1.6000000000000003
12,2818,-6.7,18.0,0.2,collision
13,2842,-7.300000000000001,24.0,0.2,collision
14,23,2944,-0.3099146547416846,0.6538889942069849,61.55510234832764,0.2,-0.1,-10.19999999999998
14,24,3072,-0.35528062159816426,0.5114695243537426,61.670321782430015,0.2,-0.1,-23.000000000000057
14,3115,-32.20000000000012,273.0,0.2,collision
