episode,timestep,episode_reward,episode_length,action_std,termination_reason
0,55,-10.399999999999997,55,0.2,collision
1,1,128,-0.251264076679945,1.006148461252451,59.02028147379557,0.2,-0.1,-7.29999999999999
1,139,-13.299999999999986,84.0,0.2,collision
2,2,256,-0.28874791661898297,0.5129383777578672,59.135500272115074,0.2,-0.1,-11.699999999999974
