episode,timestep,episode_reward,episode_length,termination_reason
251,100,20608,-0.8411247481902441,0.46778554283082485,113.02418772379558,0.2,-0.05600000000000001,-0.321
251,20624,14.201139894074238,22.0,collision
252,20672,13.964904218711741,48.0,collision
253,20725,49.51724781891395,53.0,collision
254,101,20736,-0.8171058123310407,0.5061867249508699,113.1394058863322,0.2,0.060507517620317364,-0.39780922713091343
254,20756,2.4287385349371924,31.0,collision
255,20807,2.9525100319644206,51.0,collision
256,102,20864,-0.794283760090669,0.4683118425309658,113.25462690989177,0.2,-0.066,-0.6056528511087684
256,103,20992,-0.8566508243481318,0.5337136127054691,113.3698460261027,0.2,-5.0,-12.03903082812706
256,20992,-12.03903082812706,185.0,collision
257,21021,51.44644054929264,29.0,collision
258,21093,0.04502216762594102,72.0,collision
259,104,21120,-0.8161758681138357,0.4496597796678543,113.48506323496501,0.2,1.0040939986852067,7.477445992266944
259,21129,10.242160274724167,36.0,collision
260,105,21248,-0.8176358987887701,0.4678455243508021,113.60028330485027,0.2,0.03855248190072144,8.628183282300308
260,21267,3.6575811036595685,138.0,collision
261,21297,37.18496689357281,30.0,collision
262,21352,3.2726552181985937,55.0,collision
263,106,21376,-0.8287947426239649,0.4914308811227481,113.71550337473552,0.2,-0.052000000000000005,7.402772379838465
263,21500,-3.1780062450689597,148.0,collision
264,107,21504,-0.8644903873403867,0.4388770380367835,113.83072312672932,0.2,-0.054000000000000006,-0.21000000000000002
264,21525,-0.5749603282302536,25.0,collision
265,21547,6.416686168697204,22.0,collision
266,21578,23.408195338752172,31.0,collision
267,108,21632,-0.8251712719599406,0.5088035215934118,113.94594033559163,0.2,0.6253336365125619,16.408262257534016
267,21637,16.213781470620656,59.0,collision
268,21672,27.78048246288394,35.0,collision
269,109,21760,-0.8136664008100828,0.4841698867579301,114.06116072336833,0.2,-0.059,21.193102658520043
269,21765,15.947102658520045,93.0,collision
270,21856,-2.3391174409405497,91.0,collision
271,21883,7.043545248447241,27.0,collision
272,110,21888,-0.7963180243968964,0.48848852639396984,114.1763785680135,0.2,-0.05500000000000001,-0.265
272,21923,18.607963534366075,40.0,collision
273,21986,16.726683734362293,63.0,collision
274,111,22016,-0.8439172332485517,0.48216431712110835,114.29159863789876,0.2,-0.06,1.8752097834503219
274,22034,15.281862456596759,48.0,collision
275,112,22144,-0.8199809417128563,0.46052509794632596,114.40681648254395,0.2,-0.063,70.60002082384959
275,22181,97.36527350902138,147.0,collision
276,113,22272,-0.7970816145340601,0.4351551855603854,114.52203559875488,0.2,-0.06799999999999999,-2.3883900342861994
276,22387,-11.631227338265052,206.0,collision
277,114,22400,-0.8362896169225374,0.4847896819313367,114.63725630442302,0.2,-0.052000000000000005,-0.18720153362531
277,22444,-0.5925574255759862,57.0,collision
278,22456,-0.16112743236589022,12.0,collision
279,22509,18.515825284741197,53.0,collision
280,115,22528,-0.8219671646753947,0.5174581656853358,114.75247414906819,0.2,0.1738930912604691,-0.8971069087395309
280,22597,23.51278935108969,88.0,collision
281,22654,12.820767416013918,57.0,collision
282,116,22656,-0.824068787197272,0.4842112014691035,114.86769326527913,0.2,-0.052000000000000005,-0.10300000000000001
282,117,22784,-0.8700253317753474,0.4669387523705761,114.98291238149007,0.2,-0.05500000000000001,-4.214511719034355
282,22905,-0.7506321786829764,251.0,collision
283,118,22912,-0.9126952911416689,0.4856415794541438,115.09813276926677,0.2,-0.05600000000000001,57.37055017204182
283,22986,78.13938893273271,81.0,collision
284,23006,84.07933392569521,20.0,collision
285,23026,6.396600728834239,20.0,collision
286,119,23040,-0.8952746540307999,0.47236426547169685,115.21335252126057,0.2,0.04839594103127558,32.45863123514893
286,120,23168,-0.8631883238752683,0.5366895558933417,115.32857163747151,0.2,-0.052000000000000005,32.35982080406371
286,23215,40.06726037723318,189.0,collision
287,23251,16.671897022830056,36.0,collision
288,121,23296,-0.8218924328684807,0.49055153628190357,115.44378821055095,0.2,1.5760390985061385,38.94562892681882
288,23298,35.521668025324956,47.0,collision
289,23311,6.835095108991354,13.0,collision
290,23373,4.397162166745547,62.0,collision
291,23412,32.056256381099594,39.0,collision
292,122,23424,-0.8085382704933485,0.514157967021068,115.55900732676189,0.2,0.12532189143841274,-0.21592603978169636
292,23490,21.129226625236136,78.0,collision
293,23527,17.782962391606283,37.0,collision
294,123,23552,-0.8358836472034454,0.4858560524880886,115.67422676086426,0.2,-0.06,0.8854744364782676
294,23567,5.042832725221899,40.0,collision
295,124,23680,-0.8256229956944784,0.4729294925928116,115.78944683074951,0.2,-0.053000000000000005,3.383525512853749
295,23707,6.688794417124971,140.0,collision
296,125,23808,-0.8225445747375488,0.44361742834250134,115.90466435750325,0.2,-0.054000000000000006,7.392993952419137
296,23883,16.486660610318147,176.0,collision
297,23909,20.478752120962465,26.0,collision
298,126,23936,-0.8517800519863764,0.48133620247244835,116.01988474527995,0.2,-0.059,6.155946893755195
298,24019,8.101683833419543,110.0,collision
299,127,24064,-0.8126499404509863,0.48434534793098766,116.13510449727376,0.2,0.08060297270129033,-1.1718497891570392
299,24099,8.404371451614482,80.0,collision
300,24132,9.791966256114323,33.0,collision
301,24147,-0.9183631170409949,15.0,collision
302,24190,3.2066216144250355,43.0,collision
303,128,24192,-0.8375194917122523,0.4560820522407691,116.25032393137614,0.2,-0.052000000000000005,-0.10300000000000001
303,24221,3.508900925947515,31.0,collision
304,129,24320,-0.8320341631770134,0.45142508049805957,116.36554145812988,0.2,-0.099,8.174112629519929
304,24369,9.611710739992972,148.0,collision
305,130,24448,-0.8445707981785139,0.4774094360570113,116.48075930277507,0.2,-0.1,-2.374853060059042
305,24465,7.826604954003155,96.0,collision
306,24518,-1.3306925028535797,53.0,collision
307,131,24576,-0.8196631520986557,0.48034920915961266,116.59597905476888,0.2,2.1469386019799876,34.93649333180368
307,24627,40.06143800838062,109.0,collision
308,24662,26.072230442379748,35.0,collision
309,132,24704,-0.8758413145939509,0.4477114925781886,116.71119944254558,0.2,-0.053000000000000005,8.241916698931114
309,133,24832,-0.8323386708895365,0.4674899106224378,116.82641824086507,0.2,-0.061,19.350771512686645
309,24901,25.892984384588196,239.0,collision
310,134,24960,-0.8449464191993078,0.5120328528185686,116.94163767496745,0.2,-0.08900000000000001,3.660072272191053
310,1,25088,-0.6877419439454874,0.5191415213048458,100.5919116338094,0.2,-0.066,6.962426547216768
310,25104,14.048348825095363,203.0,collision
311,2,25216,-0.8528902406493822,0.4506978802382946,117.15858523050944,0.2,-0.051000000000000004,0.9300961447243953
311,25260,2.6533059838006174,156.0,collision
312,25329,68.54807924900935,69.0,collision
313,3,25344,-0.8783080155650774,0.45623480901122093,117.27176316579182,0.2,-0.05700000000000001,-0.7068869084956999
313,25375,-0.3657040560620475,46.0,collision
314,25396,10.070579460860165,21.0,collision
315,4,25472,-0.8397028694550196,0.5027298144996166,117.3870480855306,0.2,-0.06799999999999999,6.425280321857652
315,25497,8.745783694704595,101.0,collision
316,5,25600,-0.8567274212837219,0.45284682388106984,117.50249671936035,0.2,-0.054000000000000006,1.8537527513793857
316,25672,-6.434371673240191,175.0,collision
317,6,25728,-0.8609873379270235,0.4592312065263589,117.61795552571614,0.2,-0.054000000000000006,-2.5309961365386493
317,25766,30.343333021040202,94.0,collision
318,25798,19.48648487385707,32.0,collision
319,7,25856,-0.849699338277181,0.47073683391014737,117.73341623942058,0.2,-0.06999999999999999,6.786042460880462
319,25901,-1.6942903004042522,103.0,collision
320,1,25984,-0.026201029618581135,0.4080621947844823,33.132307052612305,0.2,-0.059,12.196821802269545
320,1,26112,-0.8617475802699724,0.4793158648535609,115.09963353474934,0.2,6.518163214456122,28.83309649455012
320,26114,30.351259709006243,213.0,collision
321,2,26240,-0.8941557283202807,0.47312312945723534,117.97108427683513,0.2,-0.05600000000000001,58.73486437630234
321,26277,54.55343453894407,163.0,collision
322,26318,7.0222932979013635,41.0,collision
323,26341,27.703371433156455,23.0,collision
324,3,26368,-0.8790925418337187,0.46201271067063016,118.08608468373616,0.2,-0.05500000000000001,0.6615849457817659
324,26383,5.1212650937424495,42.0,collision
325,26404,13.374605035254724,21.0,collision
326,26446,70.57092957581773,42.0,collision
327,4,26496,-0.892344189186891,0.4825645325084527,118.2018051147461,0.2,-0.07800000000000001,7.364520247332923
327,26523,24.549164799823586,77.0,collision
328,5,26624,-0.849183996518453,0.47635289281606674,118.31757418314616,0.2,-0.11400000000000002,9.35628243524236
328,26697,-6.479717564757638,174.0,collision
329,6,26752,-0.8812981620430946,0.4960392316182454,118.43333466847737,0.2,-0.063,-0.6820117584257552
329,26767,-5.033701398456822,70.0,collision
330,26804,16.331787187506663,37.0,collision
331,26846,10.923324138649273,42.0,collision
332,26870,15.62732431358475,24.0,collision
333,7,26880,-0.8611162354548773,0.43863624334335327,118.54907035827637,0.2,-0.06,-0.5549999999999999
333,26909,10.570295342518676,39.0,collision
334,8,27008,-0.8444199338555336,0.46028630683819455,118.66480191548665,0.2,1.428783639333975,4.560004951951614
334,27121,11.216699206071826,212.0,collision
335,27134,2.555360078688402,13.0,collision
336,9,27136,-0.8650522033373514,0.48521237820386887,118.78051408131917,0.2,-0.052000000000000005,-0.10300000000000001
336,27231,1.5709782869240625,97.0,collision
337,27256,10.046150576937599,25.0,collision
338,10,27264,-0.8354965597391129,0.47760269915064174,118.89621607462566,0.2,-0.051000000000000004,2.6609322032189184
338,27331,26.561540722832284,75.0,collision
339,27360,-5.424627821389234,29.0,collision
340,11,27392,-0.8749208450317383,0.4462379353741805,119.01191393534343,0.2,-0.051000000000000004,0.388590477479785
340,12,27520,-0.9049885670344034,0.46457499886552495,119.12758922576904,0.2,-0.06799999999999999,0.9808714945379841
340,27615,4.973715402649978,255.0,collision
341,13,27648,-0.9590350836515427,0.5238342365870873,119.24325625101726,0.2,-0.06,54.19212371300921
341,27657,50.154227769963306,42.0,collision
342,27708,12.417623768051769,51.0,collision
343,27765,75.32344345765144,57.0,collision
344,14,27776,-0.8643954222400984,0.4783916398882866,119.35892009735107,0.2,0.9419211347762554,1.8128397145407402
344,27865,18.953622590733744,100.0,collision
345,27882,14.603569550921012,17.0,collision
346,15,27904,-0.8572956422964731,0.4511937201023102,119.47456391652425,0.2,0.6167856366615868,-0.6642143633384131
346,27918,7.31087076865386,36.0,collision
347,16,28032,-0.8728511159618696,0.5044976063072681,119.59019215901692,0.2,-0.05600000000000001,-4.405152411991348
347,28038,-9.700152411991347,120.0,collision
348,28118,20.283640359462336,80.0,collision
349,17,28160,-0.8748017350832621,0.43291284143924713,119.70582548777263,0.2,-0.063,-0.05225331599489935
349,28185,10.30541916913738,67.0,collision
350,28230,69.0842704617369,45.0,collision
351,28253,8.44499949098705,23.0,collision
352,18,28288,-0.9457658007740974,0.5062216110527515,119.82144228617351,0.2,-0.05600000000000001,0.6747809405167419
352,28409,-5.706550711845108,156.0,collision
353,19,28416,-0.9148977547883987,0.507619492088755,119.93703937530518,0.2,1.1597151615884074,27.64265131930971
353,28532,26.280630529386492,123.0,collision
354,20,28544,-0.893990620970726,0.4970356288055579,120.05263837178548,0.2,0.04013355686824703,-0.5758664431317528
354,28553,2.7344626262687237,21.0,collision
355,21,28672,-0.8947398116191229,0.4984753442307313,120.1682316462199,0.2,-0.1,11.38806208851979
355,28788,38.686864510046696,235.0,collision
356,22,28800,-0.8525115301211675,0.48300841947396594,120.28380139668782,0.2,0.7328517872475724,9.81470143712992
356,28820,57.386053303871094,32.0,collision
357,28860,59.470717626451716,40.0,collision
358,28889,0.6854171088042609,29.0,collision
359,23,28928,-0.8698290487130483,0.4762681225935618,120.39936447143555,0.2,-0.05700000000000001,-1.7257346528937412
359,28965,0.9160690484177207,76.0,collision
360,24,29056,-0.8743696982661883,0.4964945775767167,120.51492722829182,0.2,-0.053000000000000005,4.97480404928259
360,29095,1.6318339257115202,130.0,collision
361,25,29184,-0.863723893960317,0.42601343741019565,120.63048299153645,0.2,-0.05500000000000001,16.647268224283753
361,29277,20.59107805239672,182.0,collision
362,29297,11.592695715006698,20.0,collision
363,26,29312,-0.8562314411004385,0.4513409174978733,120.7460168202718,0.2,-0.065,-0.8699999999999999
363,27,29440,-0.8681591575344404,0.41017631565531093,120.86154588063557,0.2,-5.0,3.450223665614004
363,29440,3.450223665614004,143.0,collision
364,28,29568,-1.0339855204025905,0.4716606098227203,120.97707525889079,0.2,-0.08900000000000001,64.74820699940375
364,29596,65.94261306534563,156.0,collision
365,29657,28.442430918251205,61.0,collision
366,29,29696,-0.8787023077408472,0.4918873670200507,121.09260241190593,0.2,-0.05500000000000001,-0.6171790709652395
366,29764,21.071496896084096,107.0,collision
367,30,29824,-0.8787531753381094,0.4881291079024474,121.20810890197754,0.2,-0.07500000000000001,-1.4204045493908202
367,29892,-5.073226290358435,128.0,collision
368,31,29952,-0.902277742822965,0.4758085248370965,121.3236026763916,0.2,-0.052000000000000005,-2.629439440222978
368,29979,25.235687421203664,87.0,collision
369,29993,7.24873397191161,14.0,collision
370,30032,-2.1819625125143616,39.0,collision
371,30063,34.29465516250573,31.0,collision
372,32,30080,-0.8813958317041397,0.49406631787618,121.43909931182861,0.2,1.776647446526154,13.682872316128964
372,30084,16.446545183930862,21.0,collision
373,30120,-7.380000000000001,36.0,collision
374,33,30208,-0.915962241590023,0.4974956251680851,121.55459213256836,0.2,0.1170295266482331,11.359591746613557
374,30254,9.870659151586308,134.0,collision
375,30317,7.65731860493268,63.0,collision
376,34,30336,-0.8941055809458097,0.5107861571013927,121.67008272806804,0.2,-0.05600000000000001,21.37534931737123
376,30357,21.031423072322024,40.0,collision
377,30458,16.55242764236674,101.0,collision
378,35,30464,-0.8722082450985909,0.46234259009361267,121.78555138905843,0.2,-0.05600000000000001,-0.321
378,30479,15.86158152782269,21.0,collision
379,36,30592,-0.9123999898632368,0.49821937332550686,121.9010124206543,0.2,-0.07800000000000001,-3.993818775751842
379,30717,-12.347331760337859,238.0,collision
380,37,30720,-0.9364954978227615,0.4894329383969307,122.01647059122722,0.2,-0.053000000000000005,-0.15600000000000003
380,30759,11.866698610683084,42.0,collision
381,30770,4.844232881611767,11.0,collision
382,38,30848,-0.8771538759271303,0.49569933488965034,122.13193066914876,0.2,-0.062,-2.902864498585314
382,30856,-6.208070915304625,86.0,collision
383,30891,72.55084763694326,35.0,collision
384,39,30976,-0.9027455002069473,0.5056444456179937,122.24738915761311,0.2,0.2595942435176949,16.41048680790675
384,30978,11.670081051424447,87.0,collision
385,40,31104,-0.9188928132255872,0.45620906415085,122.36283938090007,0.2,-0.08100000000000002,18.293190667236026
385,31133,10.619190667236026,155.0,collision
386,31222,10.281420545447174,89.0,collision
387,41,31232,-0.88795239229997,0.49497294053435326,122.47826480865479,0.2,-0.06,-0.5549999999999999
387,31266,11.190305844619918,44.0,collision
388,31298,0.22891494609691154,32.0,collision
389,31330,15.437472562814339,32.0,collision
390,42,31360,-0.9115841637055079,0.4778838815788428,122.59368991851807,0.2,-0.071,6.280111785920556
390,31433,24.729849886355925,103.0,collision
391,43,31488,-0.8906956687569618,0.518769151220719,122.70911407470703,0.2,-0.05500000000000001,-0.812397875365354
391,31574,-1.8026996401444881,141.0,collision
392,31613,7.160554805034003,39.0,collision
393,44,31616,-0.8869435514012972,0.44557733461260796,122.8245398203532,0.2,-0.053000000000000005,-0.15600000000000003
393,45,31744,-0.8988544965783755,0.493526882181565,122.93996620178223,0.2,-0.05600000000000001,7.364460394610078
393,31805,21.86741252764552,192.0,collision
394,31837,4.357045965405836,32.0,collision
395,31856,-1.5626000178166546,19.0,collision
396,46,31872,-0.9114697600404421,0.488751416405042,123.05538590749104,0.2,-0.052000000000000005,0.08584594503799768
396,31981,3.208957797385448,125.0,collision
397,47,32000,-0.8864380419254303,0.4786394101878007,123.17078240712483,0.2,1.1803222104988988,15.548690477693336
397,32051,18.22977427307447,70.0,collision
398,32080,18.54720125717962,29.0,collision
399,32107,28.07978353797734,27.0,collision
400,48,32128,-0.8970788692434629,0.42795955141385394,123.2861722310384,0.2,-0.051000000000000004,4.649615341557646
400,32156,-1.9867163661484004,49.0,collision
401,32180,24.810055660159996,24.0,collision
402,32228,8.965893226690511,48.0,collision
403,49,32256,-0.899405707915624,0.5093062035739422,123.40156396230061,0.2,-0.054000000000000006,-0.7067824105602287
403,32372,10.431290499147831,144.0,collision
404,50,32384,-0.9160173485676447,0.4711266625672579,123.51695410410564,0.2,1.6559598633571846,17.08285454566575
404,32386,13.738814409022936,14.0,collision
405,32437,33.73509584344368,51.0,collision
406,51,32512,-0.9232738564411799,0.4654170610010624,123.63234583536784,0.2,-0.098,-2.6184841461988717
406,32588,12.010574970907175,151.0,collision
407,52,32640,-0.9362887342770895,0.5099922853211561,123.74773534138997,0.2,0.5964040515154898,69.98630450677454
407,53,32768,-0.9500530362129211,0.5151852952937285,123.86312675476074,0.2,-0.051000000000000004,76.85153607575005
407,54,32896,-0.9446340054273605,0.48531339317560196,123.97850036621094,0.2,0.39607862382087106,73.16003036049048
407,32926,75.14227988092763,338.0,collision
408,32978,16.86333551044019,52.0,collision
409,55,33024,-0.9120576257507006,0.4756806492805481,124.09385681152344,0.2,0.0323500027560094,3.5629906152136086
409,33050,-2.130204842094528,72.0,collision
410,33104,6.8173676848836795,54.0,collision
411,33127,23.232110268746485,23.0,collision
412,56,33152,-0.9119236270586649,0.49644755323727924,124.2092129389445,0.2,0.7754485974042109,3.5978053588811463
412,33195,11.129230929612266,68.0,collision
413,33259,2.064151153384098,64.0,collision
414,57,33280,-0.9028908511002859,0.45770980169375736,124.32456652323405,0.2,-0.071,-1.281
414,33405,2.3030782818402527,146.0,collision
415,58,33408,-0.9355897754430771,0.46811573952436447,124.43992392222087,0.2,-0.053000000000000005,-0.15600000000000003
415,33430,17.87091035448258,25.0,collision
416,33479,1.5398742956521039,49.0,collision
417,33500,16.678018132049505,21.0,collision
418,59,33536,-0.9007882674535116,0.4742002698282401,124.55528100331624,0.2,0.07240887761058093,2.120336791586104
418,33538,-2.807254330803315,38.0,collision
419,33568,53.01118049556637,30.0,collision
420,33589,18.467203734965057,21.0,collision
421,60,33664,-0.915298730134964,0.46573294575015706,124.6706371307373,0.2,0.42126538916828493,1.1853911301876345
421,33676,3.708055605030415,87.0,collision
422,33696,16.313341845039822,20.0,collision
423,33721,23.50936164959382,25.0,collision
424,33752,23.492493566782194,31.0,collision
425,61,33792,-0.9182674810290337,0.48764389256636304,124.78598086039226,0.2,-0.057999999999999996,-1.256766000488407
425,33825,-1.4119217617486313,73.0,collision
426,33877,-0.5580610978379505,52.0,collision
427,62,33920,-0.9203974778453509,0.49028568093975383,124.90131918589275,0.2,-0.051000000000000004,29.61675911540904
427,33922,24.56475911540904,45.0,collision
428,33989,70.00621263469844,67.0,collision
429,34047,47.70819464470479,58.0,collision
430,63,34048,-0.9907645011941592,0.45238092355430126,125.0166581471761,0.2,-0.051000000000000004,-0.051000000000000004
430,34129,6.095688641781601,82.0,collision
431,34166,3.8933286194938432,37.0,collision
432,64,34176,-0.897871620953083,0.4988764002919197,125.13199710845947,0.2,-0.06,-0.5549999999999999
432,1,34304,-0.8402876605590185,0.4723510021964709,116.43883609771729,0.2,-0.10600000000000001,14.829807808484096
432,34306,9.722807808484097,140.0,collision
433,34343,42.47951659621231,37.0,collision
434,2,34432,-0.9879949192206064,0.46656550156573456,125.3559497197469,0.2,-0.06999999999999999,83.23226853722349
434,34445,77.31426853722351,102.0,collision
435,34510,1.3784736887533855,65.0,collision
436,34538,83.48777739462327,28.0,collision
437,3,34560,-0.9602015589674314,0.4784848230580489,125.47028795878093,0.2,0.28537610381539147,-0.10545487119664532
437,34569,5.932675210677825,31.0,collision
438,34585,1.7209500850283028,16.0,collision
439,34626,44.42690843668598,41.0,collision
440,4,34688,-0.9239695022503535,0.4565092933674653,125.5856777826945,0.2,-0.051000000000000004,28.50724645865391
440,34690,23.45524645865391,64.0,collision
441,5,34816,-1.009698214630286,0.47100679328044254,125.70114994049072,0.2,-0.07500000000000001,104.47897398790796
441,34890,91.302973987908,200.0,collision
442,34920,22.97978760202019,30.0,collision
443,6,34944,-0.9446781103809675,0.45231708884239197,125.81661701202393,0.2,-0.05500000000000001,56.32389172106415
443,34967,73.67209468618782,47.0,collision
444,35009,40.752587106393406,42.0,collision
445,7,35072,-0.9115171233812968,0.49198055267333984,125.93207708994548,0.2,0.9351793087322633,26.246562733749407
445,35074,22.18174204248167,65.0,collision
446,35106,65.94131105356496,32.0,collision
447,35163,54.482490022242,57.0,collision
448,8,35200,-0.981836125254631,0.4694969169795513,126.04753653208415,0.2,0.13450190711478877,-0.6495761238146722
448,35217,51.0102318812092,54.0,collision
449,35317,1.291036184419868,100.0,collision
450,9,35328,-0.9960526749491692,0.5268438154210647,126.16298739115398,0.2,-0.051000000000000004,0.3921416036475422
450,35334,-4.877858396352458,17.0,collision
451,35425,5.679899834600139,91.0,collision
452,10,35456,-0.9356487716237704,0.46630702540278435,126.27842903137207,0.2,0.17848059830232604,22.149617471533766
452,35482,34.267814092850486,57.0,collision
453,35553,0.7145161317537001,71.0,collision
454,11,35584,-0.9292461350560188,0.4846143027146657,126.39386876424153,0.2,-0.05600000000000001,-0.6547211402058161
454,35615,12.003466845112758,62.0,collision
455,12,35712,-0.9241575251022974,0.45046571517984074,126.50929832458496,0.2,-0.09000000000000001,-3.857923784065252
455,13,35840,-0.9813045089443525,0.45156516321003437,126.62472375233968,0.2,-0.07900000000000001,-11.158343440210993
455,35849,-16.826343440210994,234.0,collision
456,35901,3.167904395882289,52.0,collision
457,35956,-2.964391460522264,55.0,collision
458,14,35968,-0.9249512503544489,0.4790655771891276,126.7401491800944,0.2,-0.06,-0.4272866832322814
458,36023,-3.691465354341651,67.0,collision
459,36057,28.152450320469804,34.0,collision
460,36081,13.629859280120694,24.0,collision
461,15,36096,-0.9378088042140007,0.46304330105582875,126.85556570688884,0.2,0.061593001511941886,-0.743406998488058
461,36113,6.2483034203681616,32.0,collision
462,36133,24.99236549967732,20.0,collision
463,16,36224,-0.9447844301660856,0.4762742246190707,126.97097333272298,0.2,0.33109240903045256,-2.2955012320157167
463,36234,-4.828215095943776,101.0,collision
464,36307,27.274659371355284,73.0,collision
465,17,36352,-0.9303454409042994,0.4561191586156686,127.08638191223145,0.2,-0.095,-3.2850000000000006
465,36386,-10.471715654912096,79.0,collision
466,36450,-4.5066725177747955,64.0,collision
467,18,36480,-0.9492036650578181,0.4684070087969303,127.2017863591512,0.2,0.232077292506524,15.293210273610962
467,36543,18.86392278436691,93.0,collision
468,19,36608,-0.9301337897777557,0.5305232343574365,127.31717650095622,0.2,-0.051000000000000004,7.243799751487198
468,36610,2.1917997514871983,67.0,collision
469,36688,3.58016565172405,78.0,collision
470,36732,8.264429078399614,44.0,collision
471,20,36736,-0.924756666024526,0.4738006169597308,127.43256600697835,0.2,-0.054000000000000006,-0.21000000000000002
471,36785,9.211657764837232,53.0,collision
472,21,36864,-0.9318141241868337,0.4955645178755124,127.54795678456624,0.2,-0.08600000000000001,-2.510492072314823
472,36958,-2.747241602207543,173.0,collision
473,22,36992,-0.9659712910652161,0.4966093736390273,127.66334184010823,0.2,1.495054654958884,2.51961492383552
473,36997,6.650618355561255,39.0,collision
474,37028,19.469123408007107,31.0,collision
475,37065,-0.08507096043981832,37.0,collision
476,37090,22.089879371770458,25.0,collision
477,23,37120,-0.9910762955745062,0.5131139221290747,127.77871545155843,0.2,-0.067,64.69049747042831
477,37166,76.44081351572027,76.0,collision
478,37228,34.53032612028011,62.0,collision
479,24,37248,-0.9368645797173182,0.47987527151902515,127.8940896987915,0.2,-0.05500000000000001,-0.14639404461980154
479,37301,7.511489253005081,73.0,collision
480,25,37376,-0.9459967836737633,0.4627831391990185,128.00946299235025,0.2,0.8847666350549785,3.9078231675530546
480,37386,14.610282343592598,85.0,collision
481,37436,35.96507447554969,50.0,collision
482,37489,29.98273054614704,53.0,collision
483,26,37504,-0.9524009798963865,0.46487755700945854,128.12482579549155,0.2,-0.05500000000000001,-0.4915653520789722
483,27,37632,-1.0051541204253833,0.4762338704119126,128.2401828765869,0.2,-0.09000000000000001,-3.2653133919307638
483,37652,32.23689312722525,163.0,collision
484,37729,21.740712976179765,77.0,collision
485,28,37760,-0.940734513103962,0.4401781689375639,128.35554059346518,0.2,-0.08100000000000002,-2.0460000000000003
485,37772,1.3709555469668366,43.0,collision
486,37880,13.082076290992514,108.0,collision
487,29,37888,-0.9403267974654833,0.5188946276903152,128.47089449564615,0.2,-0.057999999999999996,-0.436
487,37933,3.586653489842579,53.0,collision
488,30,38016,-0.95464655260245,0.46468371773759526,128.58625157674155,0.2,-0.05700000000000001,15.645927483497214
488,38097,8.426775894115327,164.0,collision
489,31,38144,-0.9885212928056717,0.4668953400105238,128.70159657796225,0.2,-0.051000000000000004,-3.101869675775217
489,38181,2.4407142647665783,84.0,collision
490,38196,6.252182106220655,15.0,collision
491,38227,14.506673187527024,31.0,collision
492,38258,16.846341791826838,31.0,collision
493,32,38272,-0.981902206937472,0.48556407168507576,128.81693649291992,0.2,1.4767109714643014,8.918727544941333
493,38279,15.104687987623837,21.0,collision
494,38329,38.04434002406336,50.0,collision
495,38371,8.456920332001133,42.0,collision
496,38395,6.486272359652544,24.0,collision
497,33,38400,-0.9833704630533854,0.49646495282649994,128.9322764078776,0.2,-0.05500000000000001,-0.265
497,38452,-2.979400349395216,57.0,collision
498,38515,1.767123884331574,63.0,collision
499,34,38528,-0.9662921850879987,0.4987504680951436,129.04761377970377,0.2,0.10388593499335148,-0.5741140650066484
499,38562,21.79117518845212,47.0,collision
500,35,38656,-0.9446863705913225,0.4887204443415006,129.1629524230957,0.2,-0.07700000000000001,-0.040048608456822454
500,38661,-4.638186513860888,99.0,collision
501,38695,35.92369711820791,34.0,collision
502,38723,21.58913257448284,28.0,collision
503,36,38784,-0.9465732201933861,0.4648919453223546,129.27828407287598,0.2,-0.06799999999999999,3.886548477901918
503,37,38912,-0.9716262569030126,0.5122621345023314,129.39360364278158,0.2,-0.07500000000000001,37.066460460890134
503,38953,31.226636130846025,230.0,collision
504,38967,-0.47032855629254033,14.0,collision
505,38,39040,-0.9617168207963308,0.4746530205011368,129.50892448425293,0.2,-0.06,20.96982685096554
505,39068,15.24040170753824,101.0,collision
506,39102,12.548378234098742,34.0,collision
507,39,39168,-0.9608711550633112,0.4443218323091666,129.6242478688558,0.2,0.20883961987476496,6.395146887395698
507,39170,1.6039865072704629,68.0,collision
508,39182,9.78699193325543,12.0,collision
509,39275,2.355457469490557,93.0,collision
510,40,39296,-0.9768272439638773,0.4742271192371845,129.73957061767578,0.2,-0.063,-0.19559271483785418
510,39377,0.7352683303420813,102.0,collision
511,39416,5.805396495743045,39.0,collision
512,41,39424,-0.9595460419853529,0.46535346036156017,129.8548901875814,0.2,-0.057999999999999996,-0.436
512,39462,2.2574234323839786,46.0,collision
513,39495,-1.2745905555892931,33.0,collision
514,39551,-1.1183506212338257,56.0,collision
515,42,39552,-1.0119183138012886,0.47003408273061115,129.97019640604654,0.2,27.52230992803951,27.52230992803951
515,39641,30.238348491598828,90.0,collision
516,43,39680,-0.9665350342790285,0.4746842235326767,130.08550008138022,0.2,-0.059,0.2034746715771072
516,39783,-4.357155279864101,142.0,collision
517,44,39808,-0.9776496241490046,0.4763399822016557,130.20080439249674,0.2,1.2096460815852335,6.2784371425373084
517,39816,13.864790814328344,33.0,collision
518,39860,6.525009022080891,44.0,collision
519,39930,-5.50355475840097,70.0,collision
520,45,39936,-0.9606413394212723,0.4954032724102338,130.31610997517905,0.2,0.2496015884693393,-0.01539841153066071
520,40037,23.394212488130794,107.0,collision
521,40053,4.548131727179161,16.0,collision
522,46,40064,-0.9547016620635986,0.4856458120048046,130.43141492207846,0.2,-0.061,-0.6159999999999999
522,40110,39.83469550902,57.0,collision
