episode,timestep,episode_reward,episode_length,termination_reason
35,21,2816,-0.6581808204452196,0.4868734373400609,97.09536139170329,0.2,-0.05600000000000001,-1.128804098437112
35,2858,0.5602259514597634,68.0,collision
36,22,2944,-0.6920125956336657,0.48320458581050235,97.21064885457356,0.2,-0.054000000000000006,43.18968733205416
36,3007,45.83396448773816,149.0,collision
37,3032,6.877282313405729,25.0,collision
38,3056,10.656772920682462,24.0,collision
39,23,3072,-0.6439572647213936,0.4553593210875988,97.32593695322673,0.2,-0.066,-0.9359999999999999
39,3097,4.270885118830982,41.0,collision
40,24,3200,-0.6425654515624046,0.5012641909221808,97.44122536977132,0.2,0.11958146604542849,-1.8978028847081914
40,3286,1.7235418213141065,189.0,collision
41,25,3328,-0.6594050899147987,0.5905266466240088,97.55651315053304,0.2,-0.073,0.14879919503090983
41,3451,-0.2522290381167487,165.0,collision
42,26,3456,-0.6424374928077062,0.47620710854729015,97.67179934183757,0.2,-0.05500000000000001,-0.265
42,3500,6.644819240157322,49.0,collision
43,27,3584,-0.6499417498707771,0.5013808868825436,97.78708680470784,0.2,-0.08500000000000002,-2.698896274223035
43,28,3712,-0.6837834417819977,0.4770950973033905,97.90237585703532,0.2,-0.07600000000000001,-11.576416906126727
43,3720,-17.136416906126726,220.0,collision
44,29,3840,-0.662061924735705,0.44978831708431244,98.0176633199056,0.2,-0.05600000000000001,37.37641798641627
44,3850,43.68687820497539,130.0,collision
45,3902,9.725892547674485,52.0,collision
46,3950,2.4447085199721243,48.0,collision
47,30,3968,-0.6471377486983935,0.4751625793675582,98.13295110066731,0.2,0.251856174019887,8.131191265114573
47,31,4096,-0.6953301727771759,0.45478649872044724,98.24823919932048,0.2,-0.051000000000000004,4.0660896196433525
47,4180,0.8902850871906658,230.0,collision
48,4207,4.551424119036545,27.0,collision
49,32,4224,-0.645424651602904,0.4351929724216461,98.36352729797363,0.2,0.0885319963050176,-0.6349568863207051
49,4259,18.27667355381524,52.0,collision
50,4276,12.961552897541175,17.0,collision
51,4297,21.29915452713357,21.0,collision
52,4319,13.79731130157272,22.0,collision
53,4347,12.554376937909527,28.0,collision
54,33,4352,-0.6652010455727577,0.46021568526824314,98.47881412506104,0.2,-0.05500000000000001,-0.265
54,4444,6.114309019035893,97.0,collision
55,4463,21.840383208367296,19.0,collision
56,34,4480,-0.6913597136735916,0.47272667040427524,98.59410349527995,0.2,-0.05700000000000001,-0.6496244576489295
56,4492,-0.8716719150774921,29.0,collision
57,35,4608,-0.6499493742982546,0.4479812451948722,98.70938905080159,0.2,0.3683159156553208,0.9921443713832734
57,4622,7.652601107281187,130.0,collision
58,4688,-2.4526657390775712,66.0,collision
59,36,4736,-0.6699164435267448,0.46397274856766063,98.82467746734619,0.2,-0.061,-2.117128963607168
59,4847,10.006873014999407,159.0,collision
60,37,4864,-0.6524136265118917,0.48858145624399185,98.93996524810791,0.2,0.03155023653584956,-0.6030816087938387
60,4883,4.761905710530771,36.0,collision
61,4962,12.9397006420958,79.0,collision
62,4980,8.986299324275999,18.0,collision
63,38,4992,-0.6538738856712977,0.4682888525227706,99.05525334676106,0.2,-0.062,-0.6779999999999999
63,5031,12.54571969486065,51.0,collision
64,5111,0.475945051057562,80.0,collision
65,39,5120,-0.6759618123372396,0.4838119236131509,99.17052841186523,0.2,-0.057999999999999996,21.73493389653745
65,5192,21.29350774267599,81.0,collision
66,40,5248,-0.6618901764353117,0.46312125648061436,99.2857535680135,0.2,-0.052000000000000005,-0.5450339195637445
66,5253,-5.665811926897689,61.0,collision
67,41,5376,-0.6977260162432989,0.4772176432112853,99.40097077687581,0.2,-0.13999999999999999,-8.089652735956854
67,5428,-7.9990809206275975,175.0,collision
68,5476,-3.821953477685087,48.0,collision
69,42,5504,-0.6972295840581259,0.4921801419307788,99.51619052886963,0.2,0.9763860810170352,7.904573128361112
69,5510,4.926334456078729,34.0,collision
70,5535,-1.8060593350253815,25.0,collision
71,43,5632,-0.6599781413873037,0.5111948276559511,99.63141091664632,0.2,-0.052000000000000005,-0.44056179186506084
71,5747,-15.922136218539993,212.0,collision
72,44,5760,-0.7062035426497459,0.4890592234830062,99.74662780761719,0.2,-0.063,-0.7409999999999999
72,5833,21.005455750140623,86.0,collision
73,5869,86.33482567166821,36.0,collision
74,45,5888,-0.7733244796593984,0.4946391321718693,99.86184819539388,0.2,-0.05600000000000001,-0.38103045805878305
74,6008,-4.326566178588373,139.0,collision
75,46,6016,-0.7417930861314138,0.5614160945018133,99.97706826527913,0.2,-0.057999999999999996,-0.436
75,6029,3.836946310239478,21.0,collision
76,6062,40.17690299287707,33.0,collision
77,47,6144,-0.6591760615507761,0.4769015709559123,100.09228515625,0.2,-0.057999999999999996,2.270685692999351
77,6196,1.824621733958116,134.0,collision
78,6249,11.935974791651347,53.0,collision
79,48,6272,-0.6614047288894653,0.49178437143564224,100.20750745137532,0.2,-0.052000000000000005,5.893560517827801
79,6285,0.19156051782780104,36.0,collision
80,6316,43.88653491406068,31.0,collision
81,6368,-2.6417944057456344,52.0,collision
82,6388,11.796855079625246,20.0,collision
83,49,6400,-0.6994722460707029,0.49633736660083133,100.32272275288899,0.2,-0.062,-0.6779999999999999
83,6432,9.01549383508167,44.0,collision
84,50,6528,-0.6514166221022606,0.4786160464088122,100.43794441223145,0.2,0.16500005772036863,-2.013848410183299
84,6577,-7.506713373038657,145.0,collision
85,51,6656,-0.7191493461529413,0.46507121125857037,100.55316352844238,0.2,-0.053000000000000005,3.1497517989727752
85,6679,5.169232792727,102.0,collision
86,6779,-4.30930382439249,100.0,collision
87,52,6784,-0.7394619683424631,0.4754209772994121,100.66838264465332,0.2,-0.054000000000000006,32.87823529411765
87,53,6912,-0.6807468955715498,0.41749129941066104,100.78360176086426,0.2,-0.054000000000000006,36.236594138327504
87,6939,29.4815941383275,160.0,collision
88,54,7040,-0.6834079151352247,0.48535147433479625,100.89882024129231,0.2,0.04909205043185545,13.992209795223433
88,7084,14.083721127416023,145.0,collision
89,7114,23.487956073975532,30.0,collision
90,55,7168,-0.6780697007973989,0.4807843118906021,101.0140396753947,0.2,-0.05700000000000001,-0.25986949468625364
90,7219,-0.5162770140319086,105.0,collision
91,56,7296,-0.7010480637351671,0.4686158262193203,101.12926006317139,0.2,-0.054000000000000006,-2.4124756621602605
91,7317,-4.05591144868685,98.0,collision
92,7336,-6.071,19.0,collision
93,7408,7.715070541283046,72.0,collision
94,57,7424,-0.6949668775002161,0.49810269599159557,101.24447822570801,0.2,-0.066,-0.9359999999999999
94,7474,-3.618586051975168,66.0,collision
95,58,7552,-0.6718281830350558,0.4699072428047657,101.3596960703532,0.2,-0.08500000000000002,3.1229331886668557
95,7618,9.15603978078848,144.0,collision
96,7647,3.1466915127171085,29.0,collision
97,59,7680,-0.7006158183018366,0.47327453767259914,101.474915822347,0.2,-0.067,1.0762470080059883
97,7749,-5.507121234651652,102.0,collision
98,7800,-3.413420073259501,51.0,collision
99,60,7808,-0.6917662645379702,0.5067225421468416,101.59013430277507,0.2,0.19526588353358557,-0.18273411646641444
99,7907,0.1908940944833395,107.0,collision
100,1,7936,-0.5561699370543162,0.4708750893672307,88.95410664876302,0.2,-0.059,23.57715385450712
100,8039,26.96441796989809,132.0,collision
101,2,8064,-0.6659930869936943,0.5111487569908301,101.73158582051595,0.2,-0.063,8.933074529869423
101,3,8192,-0.7093813021977743,0.45948532596230507,101.84600448608398,0.2,-0.071,5.427542780509422
101,8250,4.336341599533842,211.0,collision
102,8305,-3.1341130684403433,55.0,collision
103,4,8320,-0.6999637161691984,0.4784647636115551,101.96124299367268,0.2,1.0645882542447365,9.411981260193132
103,8326,11.95411812706828,21.0,collision
104,5,8448,-0.6903740887840589,0.4965903274714947,102.07652950286865,0.2,-0.062,31.82707019843913
104,8490,28.840710424029034,164.0,collision
105,6,8576,-0.6934497704108556,0.4756727491815885,102.19181823730469,0.2,-0.11400000000000002,-4.4038020147506645
105,8583,-8.428821953325732,93.0,collision
106,7,8704,-0.7014738147457441,0.49916407838463783,102.30710474650066,0.2,-0.065,13.964486737112692
106,8711,9.673707524998258,128.0,collision
107,8823,1.7257305866646577,112.0,collision
108,8,8832,-0.6905373707413673,0.5225195201734701,102.42239379882812,0.2,-0.051000000000000004,0.6800753093548187
108,9,8960,-0.7123926704128584,0.46956919444104034,102.53768126169841,0.2,-0.054000000000000006,1.5955763057246481
108,9030,18.99131384228522,207.0,collision
109,9068,0.3163879099290172,38.0,collision
110,10,9088,-0.709798147281011,0.5174010420838991,102.65297031402588,0.2,-0.059,-0.9804083183089494
110,9188,31.2792321091462,120.0,collision
111,11,9216,-0.7053578644990921,0.43812526017427444,102.76825555165608,0.2,-0.06,9.086208609034108
111,9280,11.628961588355224,92.0,collision
112,9343,13.169379186760299,63.0,collision
113,12,9344,-0.6909584576884905,0.49982329085469246,102.88354460398357,0.2,-0.051000000000000004,-0.051000000000000004
113,13,9472,-0.7596766998370489,0.4959670128300786,102.9988317489624,0.2,-0.11099999999999999,-6.858206036687814
113,9501,-12.494586445474273,158.0,collision
114,14,9600,-0.7335077449679375,0.4801689051091671,103.11412048339844,0.2,-0.101,1.7528235201339741
114,9625,-4.394650827423191,124.0,collision
115,9674,3.019773631082426,49.0,collision
116,15,9728,-0.7213088820377985,0.4835515512774388,103.2294095357259,0.2,-0.054000000000000006,27.919003778592096
116,9780,29.88139270762855,106.0,collision
117,9814,33.64764296415902,34.0,collision
118,9840,36.09101495680903,26.0,collision
119,16,9856,-0.700522263844808,0.45117387051383656,103.34469668070476,0.2,-0.051000000000000004,9.695873420069768
119,9860,5.401823452075746,20.0,collision
120,9965,15.708630962790085,105.0,collision
121,17,9984,-0.7150691797335943,0.45722179238994914,103.45998318990071,0.2,-0.067,0.17117593248151142
121,9998,6.5522626125830055,33.0,collision
122,10068,20.93585443299946,70.0,collision
123,10104,-2.261829935347649,36.0,collision
124,18,10112,-0.7148912797371546,0.4715033645431201,103.57527160644531,0.2,-0.057999999999999996,-0.436
124,10148,-5.707376991206742,44.0,collision
125,10194,35.601850719050795,46.0,collision
126,19,10240,-0.7096959675351778,0.501431193202734,103.69055843353271,0.2,-0.05700000000000001,-1.558524058740176
126,10286,5.161311776348969,92.0,collision
127,20,10368,-0.7162227307756742,0.482587244361639,103.805845896403,0.2,-0.092,10.691645883500485
127,21,10496,-0.7422078425685564,0.47666829265654087,103.92113463083903,0.2,-0.052000000000000005,6.167167769509788
127,22,10624,-0.7661546890934309,0.5049352472027143,104.03642241160075,0.2,-0.11200000000000002,-0.6544069529597817
127,10695,-7.483223633845064,409.0,collision
128,10724,27.5221756229123,29.0,collision
129,10750,3.175369362402881,26.0,collision
130,23,10752,-0.7116414532065392,0.44506068527698517,104.15170955657959,0.2,-0.052000000000000005,-0.10300000000000001
130,10767,13.153278782332368,17.0,collision
131,10813,19.890637696976526,46.0,collision
132,24,10880,-0.7323578024903933,0.5094828208287557,104.26699701944987,0.2,0.757963830183712,46.0509787730478
132,10893,49.59031279709294,80.0,collision
133,25,11008,-0.6916963085532188,0.43789904316266376,104.3822848002116,0.2,-0.053000000000000005,1.0595977882763148
133,11031,23.00122170616023,138.0,collision
134,26,11136,-0.7204401940107346,0.5169265816609064,104.49757258097331,0.2,-0.05700000000000001,17.729491117259002
134,11228,87.12269642648621,197.0,collision
135,11257,25.3305104820464,29.0,collision
136,27,11264,-0.7045926203330358,0.4620615591605504,104.61285940806071,0.2,-0.05700000000000001,-0.378
136,28,11392,-0.7738338460524877,0.48436768787602585,104.7281494140625,0.2,-0.15200000000000002,-9.27121528464014
136,11404,-3.5720633651055067,147.0,collision
137,29,11520,-0.7315604935089747,0.48176100477576256,104.84343719482422,0.2,-0.11600000000000002,2.069512273446947
137,30,11648,-0.7139167239268621,0.4871297689775626,104.95872592926025,0.2,0.1095010872397828,34.094710767667436
137,31,11776,-0.7235042651494344,0.44188445433974266,105.0740140279134,0.2,0.2514344870222021,37.61819093948632
137,11783,32.700376514861524,379.0,collision
138,32,11904,-0.7191610435644785,0.48613153273860615,105.18928368886311,0.2,2.538013871034549,39.71991193286221
138,11906,37.25792580389676,123.0,collision
139,11964,144.96915492232728,58.0,collision
140,11980,29.605722494722635,16.0,collision
141,12005,15.127625724871233,25.0,collision
142,33,12032,-0.8022841090957323,0.5038596472392479,105.30450693766277,0.2,0.03114184131556679,-1.3153277917160762
142,12048,3.097131219122046,43.0,collision
143,34,12160,-0.7171728909015656,0.49587253605326015,105.41972510019939,0.2,-0.06,16.304835715800042
143,12236,10.987253831557245,188.0,collision
144,35,12288,-0.7136611665288607,0.45283205931385356,105.53494485219319,0.2,0.4012508936324707,8.11261135737852
144,12293,5.644983685141959,57.0,collision
145,12379,-9.98336498403254,86.0,collision
146,12406,6.39046617780796,27.0,collision
147,36,12416,-0.7006574521462122,0.5507173898319403,105.65016555786133,0.2,-0.06,-0.5549999999999999
147,37,12544,-0.7880047758420309,0.4544123175243537,105.76538403828938,0.2,-0.08800000000000001,-5.338579805734351
147,12588,-4.100506775500738,182.0,collision
148,38,12672,-0.741442916293939,0.5143425688147545,105.88060315450032,0.2,1.0746796147128885,7.592495329289505
148,12684,23.207491226120215,96.0,collision
149,12751,-2.9764693745928477,67.0,collision
150,12799,13.816550377701965,48.0,collision
151,39,12800,-0.745114470521609,0.46664515882730484,105.99582163492839,0.2,-0.051000000000000004,-0.051000000000000004
151,12886,53.85825263192852,87.0,collision
152,12905,8.677793360322816,19.0,collision
153,40,12928,-0.7580838973323504,0.44851064309477806,106.1110388437907,0.2,0.11029478990564343,-0.08657819613370074
153,41,13056,-0.7489408006270727,0.5151904001832008,106.22625827789307,0.2,-0.052000000000000005,-1.2823355958218412
153,13138,7.458851610100298,233.0,collision
154,42,13184,-0.7318519031008085,0.49403182913859683,106.3414789835612,0.2,-0.051000000000000004,1.8611346642405218
154,13186,-3.1908653357594785,48.0,collision
155,13221,28.13283629127362,35.0,collision
156,13253,12.368555233370696,32.0,collision
157,43,13312,-0.7505114252368609,0.46243206908305484,106.45669809977214,0.2,-0.08100000000000002,19.892221417026143
157,44,13440,-0.7803795983393987,0.45623355110486347,106.57191435496013,0.2,-0.057999999999999996,16.247538079462974
157,13546,24.894324189304932,293.0,collision
158,45,13568,-0.7184196437398592,0.597393716375033,106.68713601430257,0.2,-0.067,1.251050741186382
158,13585,5.730324153343936,39.0,collision
159,46,13696,-0.7335126946369807,0.4466445253541072,106.8023567199707,0.2,-0.053000000000000005,-2.390829489816799
159,13721,10.835064312816753,136.0,collision
160,13742,6.624883684166742,21.0,collision
161,13771,17.423265618294845,29.0,collision
162,47,13824,-0.7451047723491987,0.5108759378393491,106.9175755182902,0.2,-0.051000000000000004,3.0236840564097824
162,13893,-2.1128372376928906,122.0,collision
163,48,13952,-0.7507063473264376,0.5002507443229357,107.03279272715251,0.2,-0.061,-0.5308418936100145
163,14040,60.827112828593926,147.0,collision
164,49,14080,-0.7322370683153471,0.4442662298679352,107.14801247914632,0.2,-0.051000000000000004,13.007718277284038
164,14082,7.9557182772840385,42.0,collision
165,50,14208,-0.7334654654065768,0.480308149009943,107.26322968800862,0.2,-0.05500000000000001,42.58314544979064
165,14267,35.09713533161975,185.0,collision
166,14286,19.41179254017869,19.0,collision
167,14311,15.416724137521424,25.0,collision
168,51,14336,-0.7347741921742758,0.41467823336521786,107.37844912211101,0.2,-0.05700000000000001,-0.7896819397013553
168,14362,-1.4305672321478888,51.0,collision
169,52,14464,-0.760690338909626,0.4587230669955413,107.49366823832194,0.2,-0.122,16.903557734658207
169,14516,29.772840149297018,154.0,collision
170,53,14592,-0.734012228747209,0.5057453264792761,107.60888926188152,0.2,-0.052000000000000005,-0.12642973893842907
170,14653,-0.2875379152272668,137.0,collision
171,54,14720,-0.7535530428091685,0.5099204977353414,107.72410615285237,0.2,-0.052000000000000005,-1.3820891768484258
171,14844,22.86551398292961,191.0,collision
172,55,14848,-0.7525088215867678,0.47806185235579807,107.83932685852051,0.2,-0.054000000000000006,-0.21000000000000002
172,14861,-2.8977646722319075,17.0,collision
173,14903,3.6511182853318225,42.0,collision
174,56,14976,-0.7400889048973719,0.4978305498758952,107.95454343159993,0.2,-0.08000000000000002,3.974985371649729
174,15024,10.849006546137764,121.0,collision
175,15049,27.890413942014803,25.0,collision
176,57,15104,-0.7585397039850553,0.5022107623517513,108.06976509094238,0.2,-0.08000000000000002,12.486382094044728
176,15175,5.032206580116162,126.0,collision
177,58,15232,-0.811507577697436,0.49728242804606754,108.18498420715332,0.2,-0.05600000000000001,32.01011159240198
177,15301,52.15222089735689,126.0,collision
178,59,15360,-0.7598419512311617,0.4808804007867972,108.30020173390706,0.2,-5.0,26.978034607321273
178,15360,26.978034607321273,59.0,collision
179,15421,7.86119939251558,61.0,collision
180,60,15488,-0.8031536166866621,0.4683029285321633,108.4154224395752,0.2,-0.095,46.51912385630754
180,15503,41.50350959964706,82.0,collision
181,15600,0.5127022397360079,97.0,collision
182,61,15616,-0.7915495783090591,0.4943628367036581,108.53064187367757,0.2,1.5084150383441333,27.615310610488596
182,15624,45.0789299842982,24.0,collision
183,15658,25.174790203084584,34.0,collision
184,62,15744,-0.7274362196524938,0.48400622978806496,108.6458625793457,0.2,-0.052000000000000005,0.29738939155200617
184,63,15872,-0.7852468863129616,0.49755181682606536,108.76108010609944,0.2,5.82933244637724,12.197727273843714
184,15876,12.924059720220956,218.0,collision
185,15912,7.40911435620065,36.0,collision
186,15967,2.0036854536550566,55.0,collision
187,64,16000,-0.7442361911137899,0.47935760393738747,108.87629826863606,0.2,-0.072,-1.452569862777595
187,16061,0.7212435144475302,94.0,collision
188,16088,25.72876961496731,27.0,collision
189,65,16128,-0.7549506947398186,0.47614719594518345,108.99151611328125,0.2,1.3773254689042473,25.382757218369367
189,16149,84.79473340290834,61.0,collision
190,16193,53.95920162470275,44.0,collision
191,16215,12.91291957611637,22.0,collision
192,66,16256,-0.7679807196060816,0.4507532777885596,109.10673681894939,0.2,0.3024418143368113,-0.6559885536026093
192,16291,-0.9175399237159017,76.0,collision
193,16347,18.312005096800785,56.0,collision
194,16365,5.386548103511579,18.0,collision
195,67,16384,-0.7621624494592348,0.4605961876610915,109.22195561726888,0.2,-0.062,0.49217651646791
195,16423,-2.880171610650878,58.0,collision
196,68,16512,-0.7544165303309759,0.46475836634635925,109.3371737798055,0.2,0.6460353867136053,15.00157335546372
196,16516,11.990517070230798,93.0,collision
197,16562,36.96067296726516,46.0,collision
198,16590,13.93442362522152,28.0,collision
199,69,16640,-0.7601870273550352,0.4951204980413119,109.45239543914795,0.2,-0.05600000000000001,-1.830696844610517
199,70,16768,-0.7810471976796786,0.5261577616135279,109.56761423746745,0.2,1.0619420849566197,2.2554119848996432
199,16770,-1.682645930143737,180.0,collision
200,71,16896,-0.7945875078439713,0.4896406854192416,109.68283526102702,0.2,0.05603970831591712,37.40278922621143
200,16923,34.916178918355484,153.0,collision
201,72,17024,-0.7767289454738299,0.5342033927639326,109.79805215199788,0.2,-0.063,2.4327587383132823
201,17058,-5.207241261686718,135.0,collision
202,17146,-3.7880498654073125,88.0,collision
203,73,17152,-0.7977838292717934,0.4757279654343923,109.91327063242595,0.2,-0.05600000000000001,-0.321
203,17179,5.157760074256043,33.0,collision
204,74,17280,-0.760140356918176,0.49510370194911957,110.0284907023112,0.2,-0.05600000000000001,14.127147998353085
204,17290,24.815356617020793,111.0,collision
205,17400,12.915295737333736,110.0,collision
206,75,17408,-0.7612484047810236,0.48923736934860546,110.14370854695638,0.2,0.06938245650784161,-0.3086175434921584
206,17417,-2.4985439590814984,17.0,collision
207,17479,6.1827147184633215,62.0,collision
208,17508,4.732845940762418,29.0,collision
209,76,17536,-0.7757545635104179,0.4630990996956825,110.2589282989502,0.2,0.5967383476559677,1.2586231261613225
209,17543,0.01968437391506228,35.0,collision
210,77,17664,-0.8119016190369924,0.46835710915426415,110.37414646148682,0.2,-0.06799999999999999,31.21705892037897
210,17735,32.64675948373864,192.0,collision
211,78,17792,-0.7639968767762184,0.49843620881438255,110.48936494191487,0.2,-0.066,6.486890700514766
211,17801,1.9246844463088708,66.0,collision
212,17842,10.30808625828312,41.0,collision
213,17857,5.58663720345943,15.0,collision
214,79,17920,-0.7649946734309196,0.472511351108551,110.60458342234294,0.2,-0.06899999999999999,-0.49624605662628246
214,17937,5.53354211973752,80.0,collision
215,17985,11.961986351967141,48.0,collision
216,80,18048,-0.7605926518638929,0.47269850224256516,110.71980412801106,0.2,-0.072,4.425565396875554
216,18105,-3.1503587364482617,120.0,collision
217,18123,1.4244719157281587,18.0,collision
218,18144,9.552769529681049,21.0,collision
219,81,18176,-0.7722673788666725,0.44753918672601384,110.83502515157063,0.2,-0.08200000000000002,-2.128
219,18287,13.188073691163297,143.0,collision
220,82,18304,-0.7659222036600113,0.47701841096083325,110.95024236043294,0.2,-0.053000000000000005,1.7123467205847602
220,83,18432,-0.8029545148213705,0.488838080316782,111.06546211242676,0.2,-0.06799999999999999,13.488899085652449
220,18480,4.164899085652447,193.0,collision
221,18514,67.0066662513759,34.0,collision
222,84,18560,-0.8340082913637161,0.482550576950113,111.18068218231201,0.2,-0.07600000000000001,54.938585211257724
222,18640,47.709277507290444,126.0,collision
223,18671,13.817489930450723,31.0,collision
224,85,18688,-0.760155181090037,0.4202357220153014,111.29590066274007,0.2,-0.067,-1.003
224,18705,10.403520605655212,34.0,collision
225,18732,12.904152011294226,27.0,collision
226,86,18816,-0.7559791704018911,0.49994225179155666,111.41111755371094,0.2,-0.057999999999999996,-2.564808697150864
226,18907,8.439682303651335,175.0,collision
227,18928,9.969052004869038,21.0,collision
228,87,18944,-0.758664533495903,0.48854666327436763,111.52633794148763,0.2,-0.051000000000000004,2.060880357874191
228,18950,0.1983179020941428,22.0,collision
229,19028,42.06174445425465,78.0,collision
230,88,19072,-0.7964664647976557,0.49364104121923447,111.64155832926433,0.2,-0.052000000000000005,-0.11673184581132823
230,19080,-2.55394538386057,52.0,collision
231,19105,50.55720513100753,25.0,collision
232,19147,14.08655565872472,42.0,collision
233,89,19200,-0.8283070052663485,0.5123971085995436,111.7567761739095,0.2,-0.06999999999999999,43.5420699291073
233,19287,32.389525181681314,140.0,collision
234,19324,9.202315940807503,37.0,collision
235,90,19328,-0.7748710835973421,0.4513231044014295,111.87199719746907,0.2,-0.054000000000000006,-0.21000000000000002
235,19349,23.11581981586317,25.0,collision
236,19407,22.255602419433938,58.0,collision
237,19441,5.223233619045587,34.0,collision
238,91,19456,-0.7892606978615125,0.4785354919731617,111.98721536000569,0.2,-0.052000000000000005,-0.05770373227588346
238,92,19584,-0.8146727258960406,0.4359263926744461,112.10243352254231,0.2,-5.0,-0.14906288535444379
238,19584,-0.14906288535444379,143.0,collision
239,19654,9.119466813729883,70.0,collision
240,19674,13.959861683804807,20.0,collision
241,19705,5.876124968989037,31.0,collision
242,93,19712,-0.796204000711441,0.48589489981532097,112.21765359242757,0.2,-0.05700000000000001,-0.378
242,19787,4.115789813475676,82.0,collision
243,19823,10.340883591822454,36.0,collision
244,94,19840,-0.794318770368894,0.489490299175183,112.33287175496419,0.2,-0.051000000000000004,5.106014283696619
244,19842,0.054014283696619536,19.0,collision
245,19930,120.96070795722282,88.0,collision
246,95,19968,-0.7990658034880956,0.5056361978252729,112.44809150695801,0.2,-0.051000000000000004,-1.402995992569007
246,20047,2.5777568823003723,117.0,collision
247,20063,13.085175727584875,16.0,collision
248,96,20096,-0.7914894223213196,0.5086506456136703,112.5633118947347,0.2,-0.051000000000000004,-0.5680751612403954
248,20106,-1.776654633652773,43.0,collision
249,97,20224,-0.8053243036071459,0.48876774311065674,112.67853101094563,0.2,-0.057999999999999996,-3.78536162848638
249,98,20352,-0.8125562419493993,0.4578022298713525,112.79374885559082,0.2,-0.05700000000000001,6.307980913528254
249,20450,2.534165030574906,344.0,collision
250,99,20480,-0.8059170097112656,0.48086220522721607,112.90896828969319,0.2,-0.066,15.975765151562465
250,20602,11.198263913024672,152.0,collision
