episode,step,timestep,actor_loss,critic_loss,entropy,action_std,step_reward,cumulative_reward
0,1,128,-0.23094684878985086,0.6462784918646017,59.02028147379557,0.2,-0.121,-9.668676024605263
0,2,256,-0.23755674436688423,0.5944888591766357,59.135500272115074,0.2,-0.24900000000000003,-33.41267602460526
0,338,-66.90267602460526,338,0.2,collision
1,3,384,-0.284625972310702,0.4755516468236844,59.25071875254313,0.2,-0.095,-4.285
1,4,512,-0.2787795191009839,0.4632458413640658,59.36593882242838,0.2,-0.11200000000000002,-13.546281798953881
1,514,-23.65928179895388,176.0,0.2,collision
2,5,640,-0.29368480543295544,0.47266245757540065,59.4811585744222,0.2,-0.11699999999999999,-8.92684217648911
2,6,768,-0.2663721094528834,0.5069148341814677,59.59637705485026,0.2,-0.24500000000000002,-32.1588421764891
2,7,896,-0.2803155891597271,0.4770521732668082,59.71159648895264,0.2,-0.373,-71.7748421764891
2,8,1024,-0.28801612307627994,0.5900383902092775,59.82681369781494,0.2,-0.123,-99.73468646177109
2,1151,-133.23368646177107,637.0,0.2,collision
3,9,1152,-0.3022497929632664,0.4775675553828478,59.942033449808754,0.2,0.7352941176470588,0.7352941176470588
3,10,1280,-0.29714595650633174,0.600445336351792,60.05725351969401,0.2,-0.06899999999999999,-9.160413484507412
3,11,1408,-0.330121165762345,0.7157220176110665,60.17247231801351,0.2,-0.197,-26.24841348450741
3,12,1536,-0.3311297508577506,0.5385639294981956,60.28769111633301,0.2,-0.325,-59.7204134845074
3,13,1664,-0.3265666017929713,0.6461113871385654,60.402909914652504,0.2,-0.45300000000000007,-109.57641348450741
3,1712,-141.99541348450737,561.0,0.2,collision
4,1734,-10.826731715610377,22.0,0.2,collision
5,14,1792,-0.2964266700049241,0.5234331265091896,60.518129666646324,0.2,-0.06799999999999999,-3.4506357192156725
5,1799,-13.879635719215672,65.0,0.2,collision
6,15,1920,-0.30472314233581227,0.5430029059449831,60.633349100748696,0.2,-0.17,-12.816528472734188
6,16,2048,-0.33536966890096664,0.6880297673245271,60.7485678990682,0.2,-0.298,-42.83252847273419
6,2055,-54.64152847273419,256.0,0.2,collision
7,17,2176,-0.32872409994403523,0.5278349791963896,60.86378701527914,0.2,-0.10400000000000001,-6.783468271682536
7,2268,-27.300229002385564,213.0,0.2,collision
8,18,2304,-0.31391268596053123,0.7168735476831595,60.97900581359863,0.2,-0.08500000000000002,-0.9089000717380886
8,19,2432,-0.3292693570256233,0.5965939412514368,61.09422492980957,0.2,-0.063,-17.882533283495633
8,20,2560,-0.33711649601658183,0.6045943225423495,61.209444999694824,0.2,-0.191,-34.20253328349563
8,21,2688,-0.3129792623221874,0.5251097225894531,61.32466348012289,0.2,-0.096,-56.07116092566141
8,2781,-79.18116092566147,513.0,0.2,collision
9,22,2816,-0.30783992633223534,0.5376801478366057,61.439882596333824,0.2,-0.08500000000000002,-2.3800000000000003
9,2840,-13.480446314416765,59.0,0.2,collision
10,23,2944,-0.3283740505576134,0.7682987737158934,61.55510234832764,0.2,-0.10300000000000001,-7.726815392595355
10,24,3072,-0.3428032162288825,0.723876495535175,61.670321782430015,0.2,-0.171,-21.602432928434894
10,25,3200,-0.35768218090136844,0.5140712348123392,61.78554089864095,0.2,-0.06,-49.05544306767158
10,3209,-58.940936544571294,369.0,0.2,collision
11,26,3328,-0.3488816109796365,0.575997614612182,61.90075810750326,0.2,-0.15600000000000003,-9.918418663990884
11,3338,-20.8371855625615,129.0,0.2,collision
12,27,3456,-0.34970347086588544,0.5579064240058264,62.01597881317139,0.2,-0.167,-12.250398790333682
12,28,3584,-0.3201112784445286,0.6668958651522795,62.131198247273765,0.2,-0.096,-32.46579620254758
12,29,3712,-0.3333687347670396,0.5315732968350252,62.246419270833336,0.2,-0.10700000000000001,-46.16257476842878
12,3824,-67.34307972369399,486.0,0.2,collision
13,30,3840,-0.3639471096297105,0.5403602719306946,62.36163775126139,0.2,-0.066,-0.9359999999999999
13,31,3968,-0.34833640853563946,0.5967116244137287,62.47685718536377,0.2,-0.194,-17.64
13,4072,-49.20229865894962,248.0,0.2,collision
14,32,4096,-0.31525105237960815,0.6249657919009527,62.59207630157471,0.2,-0.073,-2.426
