episode,timestep,episode_reward,episode_length,termination_reason
404,13299,6.8633311242729445,15.0,collision
405,98,13312,-0.43784358228246373,0.48221668725212413,70.89337062835693,0.2,1.1962933251876608,9.473580821746802
405,13315,8.285369592397224,16.0,collision
406,13353,12.36821745374042,38.0,collision
407,13373,16.419321407169893,20.0,collision
408,13415,91.18755009733371,42.0,collision
409,99,13440,-0.4580987108250459,0.4943543194482724,71.00858942667644,0.2,1.156795621982301,2.4335484608997557
409,13446,2.651434126814735,31.0,collision
410,13470,1.9446555213777046,24.0,collision
411,13517,34.74823385825951,47.0,collision
412,13552,108.98467657346897,35.0,collision
413,100,13568,-0.490042037020127,0.4764161907757322,71.12380854288737,0.2,0.3804539891491131,-0.18309464879890525
413,13577,-0.2101196439372668,25.0,collision
414,13609,32.95224990153846,32.0,collision
415,13626,6.852421988643718,17.0,collision
416,13639,10.775687634720155,13.0,collision
417,13660,21.795469197417354,21.0,collision
418,13691,23.592391369280538,31.0,collision
419,101,13696,-0.3776671849191189,0.48445505152146023,71.23902734120686,0.2,-0.05500000000000001,-0.265
419,13746,21.574113249829555,55.0,collision
420,13806,31.862631216992384,60.0,collision
421,102,13824,-0.38155026982227963,0.47552913303176564,71.35424613952637,0.2,-0.051000000000000004,-0.06684752026531822
421,13861,30.309718993048087,55.0,collision
422,13881,5.8485267903592195,20.0,collision
423,13899,15.481842924087726,18.0,collision
424,13942,36.82014534411307,43.0,collision
425,103,13952,-0.37604043756922084,0.474746177593867,71.46946493784587,0.2,-0.057999999999999996,-2.436
425,13990,23.129188616815036,48.0,collision
426,14004,8.264990359469117,14.0,collision
427,104,14080,-0.39360221723715466,0.42554111778736115,71.58468659718831,0.2,-0.05600000000000001,2.2162945512220835
427,14111,25.71215598335686,107.0,collision
428,14156,9.641577497930353,45.0,collision
429,14170,5.247935737925673,14.0,collision
430,14198,6.31572535808589,28.0,collision
431,105,14208,-0.4323766840000947,0.495546605437994,71.6999044418335,0.2,2.1073074990861267,42.33980951871383
431,14229,144.20457070386817,31.0,collision
432,14244,8.65183652136661,15.0,collision
433,14268,9.148576165264219,24.0,collision
434,14310,85.16606400440418,42.0,collision
435,14329,11.304491973590896,19.0,collision
436,106,14336,-0.4145340447624524,0.4641172265013059,71.81512419382732,0.2,-0.05700000000000001,-0.378
436,14390,5.771987481964969,61.0,collision
437,14416,43.72126925239276,26.0,collision
438,107,14464,-0.36976348608732224,0.4745166686673959,71.93034394582112,0.2,1.1852879544840684,69.68123354719098
438,14472,89.5935163054717,56.0,collision
439,14491,188.91899435870363,19.0,collision
440,14571,31.620616653575375,80.0,collision
441,1,14592,-0.20648172249396643,0.43850023713376785,55.520341555277504,0.2,0.18250556554407046,-0.8214229661041349
441,14643,0.7226015577540341,72.0,collision
442,14703,3.67400692768069,60.0,collision
443,2,14720,-0.40542948121825856,0.46785840516289073,72.11599604288737,0.2,-0.051000000000000004,9.485841479594948
443,14722,4.433841479594948,19.0,collision
444,14779,-1.5547021554293385,57.0,collision
445,14796,5.764818705676429,17.0,collision
446,3,14848,-0.46080630272626877,0.4480109382420778,72.22824478149414,0.2,0.2731674641472158,1.5514355633143637
446,14853,-1.0170590204182695,57.0,collision
447,14868,4.624377221008697,15.0,collision
448,14915,11.19132519901812,47.0,collision
449,14933,11.842343504884408,18.0,collision
450,14955,-0.1905547719315983,22.0,collision
451,4,14976,-0.42047542954484624,0.4671407875915368,72.34352175394694,0.2,-0.051000000000000004,0.6675645042912668
451,15018,2.735077632592363,63.0,collision
452,5,15104,-0.4274192117154598,0.4896129158635934,72.45901489257812,0.2,-0.051000000000000004,10.209091373378993
452,15106,5.157091373378993,88.0,collision
453,15124,4.616746680475382,18.0,collision
454,15155,6.91207713964196,31.0,collision
455,6,15232,-0.3985446939865748,0.4813528284430504,72.57451057434082,0.2,-0.052000000000000005,-3.1403914896899474
455,15245,11.157862546185005,90.0,collision
456,15268,28.295607280819823,23.0,collision
457,15295,1.38961130046581,27.0,collision
458,15326,6.899867949425072,31.0,collision
459,7,15360,-0.42691099395354587,0.47866341720024747,72.69000275929768,0.2,-0.054000000000000006,50.74361536328388
459,15362,45.68861536328388,36.0,collision
460,15386,40.10044086540093,24.0,collision
461,15400,5.767969843674868,14.0,collision
462,15433,0.04791183663183318,33.0,collision
463,15448,1.839604609944315,15.0,collision
464,15467,7.296202237518623,19.0,collision
465,15481,2.107938103678226,14.0,collision
466,8,15488,-0.47222300122181576,0.48245834062496823,72.80549558003743,0.2,-0.05600000000000001,22.968549888960364
466,15540,26.142501765006703,59.0,collision
467,15601,5.2488218578605785,61.0,collision
468,9,15616,-0.4200773810346921,0.48047812655568123,72.92098776499431,0.2,-0.065,-0.8699999999999999
468,15631,3.30517649307715,30.0,collision
469,15652,6.564985334912777,21.0,collision
470,15663,-5.555,11.0,collision
471,15680,5.574081660451917,17.0,collision
472,15715,4.123050387295752,35.0,collision
473,10,15744,-0.3942738113303979,0.47943825150529545,73.03648249308269,0.2,-0.05700000000000001,-0.6971080388653602
473,15783,1.818182380405915,68.0,collision
474,15803,5.799538640347013,20.0,collision
475,15818,6.4741734305868,15.0,collision
476,15852,4.69392119667123,34.0,collision
477,11,15872,-0.4101506359875202,0.4901963919401169,73.15197722117107,0.2,0.22043503602899073,-0.5116212012140992
477,15895,36.32213497920169,43.0,collision
478,15916,5.14464839747256,21.0,collision
479,15933,21.497066105584345,17.0,collision
480,15946,-1.2994270693324,13.0,collision
481,15962,5.447931544922676,16.0,collision
482,12,16000,-0.44421296939253807,0.5110422596335411,73.26747067769368,0.2,-0.052000000000000005,0.6994521126638914
482,16067,-0.49715965836408404,105.0,collision
483,16091,28.652329749681535,24.0,collision
484,16120,14.005214402193204,29.0,collision
485,13,16128,-0.41775305693348247,0.44725996752580005,73.38296476999919,0.2,6.7134080136312075,7.813912567503831
485,16148,14.289538669917775,28.0,collision
486,16190,5.3532561028598025,42.0,collision
487,16228,5.509385946167898,38.0,collision
488,16240,32.866967044717754,12.0,collision
489,14,16256,-0.4739899051686128,0.47413397828737897,73.49845854441325,0.2,0.23954757354691178,10.463959338252794
489,16268,16.130788763551056,28.0,collision
490,16286,10.084969085314425,18.0,collision
491,16314,8.189718652262252,28.0,collision
492,16348,36.19234225821795,34.0,collision
493,15,16384,-0.48704508567849797,0.49782739331324893,73.6139539082845,0.2,1.3713100838968797,0.9749093703589893
493,16386,-2.653780545744131,38.0,collision
494,16402,31.53616014054284,16.0,collision
495,16,16512,-0.5489723049104214,0.45731090591289103,73.7294454574585,0.2,-0.149,-1.0943228879068816
495,17,16640,-0.467098381370306,0.5129715465009212,73.84493859608968,0.2,-0.277,-28.42232288790688
495,16650,-35.960322887906884,248.0,collision
496,16688,3.755296065115953,38.0,collision
497,16706,12.864050542977761,18.0,collision
498,16757,45.238561768649035,51.0,collision
499,18,16768,-0.5041537955403328,0.46932025750478107,73.96043332417806,0.2,-0.05500000000000001,5.719556348300049
499,16878,-2.0832554367289546,121.0,collision
500,19,16896,-0.4492747137943904,0.40300574774543446,74.07592455546062,0.2,0.07634197693941885,9.808193797092105
500,16898,4.884535774031525,20.0,collision
501,16992,27.250701548158425,94.0,collision
502,17006,17.394152064351093,14.0,collision
503,20,17024,-0.5059379165371259,0.47270546729365986,74.19135824839275,0.2,-0.05700000000000001,5.3463239410921455
503,17036,28.35341249999577,30.0,collision
504,17063,4.187345613518483,27.0,collision
505,17081,44.436517581921606,18.0,collision
506,17105,4.728845633137869,24.0,collision
507,17132,39.66524849058516,27.0,collision
508,21,17152,-0.489504873752594,0.49344730501373607,74.30671691894531,0.2,0.597039258698983,9.673341012133172
508,17154,5.270380270832154,22.0,collision
509,17176,32.15545607661755,22.0,collision
510,17197,4.146597557684588,21.0,collision
511,17241,8.312767806877506,44.0,collision
512,17255,-3.8655544400978767,14.0,collision
513,22,17280,-0.4616304747760296,0.47346714076896507,74.4220740000407,0.2,-0.054000000000000006,-1.1833773097075644
513,17293,12.422863510324522,38.0,collision
514,17326,5.758788938097739,33.0,collision
515,17352,42.563743668740756,26.0,collision
516,17373,3.945656564375726,21.0,collision
517,23,17408,-0.5055053643882275,0.5307278657952944,74.5374304453532,0.2,-0.063,-2.518199718069035
517,17417,-5.086880873324994,44.0,collision
518,17468,0.5422591321504422,51.0,collision
519,17499,-1.5746805886989637,31.0,collision
520,24,17536,-0.45409086098273593,0.4691013066718976,74.6527853012085,0.2,-0.05500000000000001,4.132564566012191
520,17578,-1.5494020924271688,79.0,collision
521,17618,5.173853248597068,40.0,collision
522,17633,10.43915365794102,15.0,collision
523,17649,2.5804913431525662,16.0,collision
524,25,17664,-0.42233381296197575,0.4425610365966956,74.76814079284668,0.2,-0.053000000000000005,-0.48702887710169723
524,17703,10.91969529152359,54.0,collision
525,17717,2.886802607335298,14.0,collision
526,17750,2.0039020642488232,33.0,collision
527,17779,11.982497891585378,29.0,collision
528,26,17792,-0.5155533887445927,0.4927864571412404,74.8834981918335,0.2,1.09837940034882,51.52392691317673
528,17797,48.927014919565956,18.0,collision
529,17813,59.993600265463016,16.0,collision
530,17826,2.3926058277945543,13.0,collision
531,17859,4.548513127026039,33.0,collision
532,17893,14.24480823813586,34.0,collision
533,17906,14.408639967811919,13.0,collision
534,27,17920,-0.474652203420798,0.5154077603171269,74.99885368347168,0.2,-0.05500000000000001,10.95065000957668
534,17976,12.392078679923664,70.0,collision
535,18046,3.0450447322073675,70.0,collision
536,28,18048,-0.4438695472975572,0.4951829637090365,75.11421140034993,0.2,-0.052000000000000005,-0.10300000000000001
536,18061,8.391091730098475,15.0,collision
537,18103,2.9484117381970005,42.0,collision
538,29,18176,-0.427933506667614,0.49571079512437183,75.22956848144531,0.2,-0.053000000000000005,10.402638576798866
538,18185,13.290537178020692,82.0,collision
539,18206,8.459424993401035,21.0,collision
540,18256,0.844576417921469,50.0,collision
541,18282,7.8105347006583425,26.0,collision
542,30,18304,-0.48656559983889264,0.4384254092971484,75.34492492675781,0.2,1.6141691270915226,41.13352707701704
542,18306,37.747696204108564,24.0,collision
543,18423,22.94125222753603,118.0,collision
544,1,18432,-0.44168425103028613,0.46316148340702057,75.41702524820964,0.2,1.3242336835360822,5.5052726097637805
544,18436,2.405570430125164,13.0,collision
545,18449,10.949713426577981,13.0,collision
546,18462,2.4204214007335336,13.0,collision
547,18516,-6.0117063388950065,54.0,collision
548,18525,-0.17165324092807932,9.0,collision
549,18536,-4.367223964972044,11.0,collision
550,18554,0.3062309149922129,18.0,collision
551,2,18560,-0.47976604228218395,0.4438963793218136,75.48911889394124,0.2,-0.051000000000000004,0.13074516136188535
551,18574,2.0898097468241668,20.0,collision
552,18582,-4.040954677881442,8.0,collision
553,18596,2.733366507396097,14.0,collision
554,18626,-2.4396866951657112,30.0,collision
555,18641,1.2552716894804146,15.0,collision
556,18654,0.7216043200696713,13.0,collision
557,18680,-3.285481444077881,26.0,collision
558,1,18688,-0.4144579867521922,0.46969302992026013,73.19984817504883,0.2,1.7091194059503136,2.8182387130893254
558,18700,7.93713003752708,20.0,collision
559,18718,-3.879074064675335,18.0,collision
560,18756,3.226280823961016,38.0,collision
561,18766,-1.9533434742037565,10.0,collision
562,18779,5.340549914195961,13.0,collision
563,18808,22.68299570312374,29.0,collision
564,1,18816,-0.2031561036904653,0.4516152987877528,51.967345555623375,0.2,-0.057999999999999996,-0.436
564,18828,-4.667767135633867,20.0,collision
565,18840,3.8533222918027423,12.0,collision
566,18855,-1.3062696809532848,15.0,collision
567,18886,-4.683481873312208,31.0,collision
568,18914,2.4325781070985304,28.0,collision
569,18924,-2.7884544435794454,10.0,collision
570,18935,-3.35210604774207,11.0,collision
571,2,18944,-0.42650243267416954,0.47648150473833084,75.65492312113444,0.2,-0.059,-0.495
571,18973,3.2611097149711714,38.0,collision
572,18991,2.7870227670317576,18.0,collision
573,19000,-3.2944568370443665,9.0,collision
574,19030,3.2360541106196656,30.0,collision
575,19042,-5.092870913639002,12.0,collision
576,19057,16.52612369596786,15.0,collision
577,19068,11.243468866900535,11.0,collision
578,3,19072,-0.45657167956233025,0.4900262927015622,75.76812903086345,0.2,-0.054000000000000006,-0.21000000000000002
578,19087,-4.18812526737398,19.0,collision
579,19114,-5.264507200128997,27.0,collision
580,19126,4.918902086489664,12.0,collision
581,19135,-2.22760026009437,9.0,collision
582,19145,2.784626186346012,10.0,collision
583,19155,4.732798260484163,10.0,collision
584,19172,-4.902203055266959,17.0,collision
585,19187,4.776480719234728,15.0,collision
586,4,19200,-0.4047869915763537,0.4914720145364602,75.8834981918335,0.2,-0.051000000000000004,7.667468104476514
586,19202,2.6154681044765145,15.0,collision
587,19225,15.070903851412726,23.0,collision
588,19235,-3.2879887284489797,10.0,collision
589,19246,-4.196761198876752,11.0,collision
590,19270,0.11035675204857753,24.0,collision
591,5,19328,-0.4647955112159252,0.4843129211415847,75.99899291992188,0.2,-0.10800000000000001,-4.611000000000001
